-1.794062e-16 -3.686102e-01 9.472527e-03 -1.191296e-16 1.762147e+00 1.690832e-01 -6.330534e-17 1.771025e+00 2.844706e-01 -1.518094e-16 -6.792694e-01 4.497551e-02 
-1.545207e-01 -4.173433e+00 5.325564e+00 -1.621645e-01 1.740711e+00 -4.891638e-01 -7.828878e-02 1.372030e+00 -8.677937e-01 -1.161403e-01 -3.425469e+00 4.967267e+00 
-6.771745e-01 -3.067759e+00 6.598034e+00 5.143127e-02 9.705421e-01 -9.337841e-01 5.512228e-02 9.573643e-01 -9.999176e-01 -4.893110e-01 -2.396385e+00 6.098938e+00 
-6.391747e-01 -2.913532e+00 6.696069e+00 4.992610e-02 9.352223e-01 -9.305975e-01 4.895379e-02 9.159088e-01 -9.958637e-01 -4.554884e-01 -2.310204e+00 6.198404e+00 
-6.201210e-01 -2.854379e+00 6.745451e+00 4.785137e-02 9.173721e-01 -9.247026e-01 4.725616e-02 8.945791e-01 -9.901363e-01 -4.497031e-01 -2.284709e+00 6.236640e+00 
-6.038797e-01 -2.793316e+00 6.794681e+00 4.656262e-02 8.990716e-01 -9.210757e-01 4.614922e-02 8.733375e-01 -9.862766e-01 -4.448281e-01 -2.256424e+00 6.275523e+00 
-5.845913e-01 -2.720389e+00 6.847887e+00 4.504799e-02 8.782260e-01 -9.200431e-01 4.480199e-02 8.501848e-01 -9.846875e-01 -4.371262e-01 -2.217732e+00 6.322759e+00 
-5.613636e-01 -2.634344e+00 6.905882e+00 4.310777e-02 8.544183e-01 -9.216590e-01 4.305920e-02 8.247299e-01 -9.854434e-01 -4.259384e-01 -2.167277e+00 6.379956e+00 
-5.343934e-01 -2.536030e+00 6.968528e+00 4.073248e-02 8.278367e-01 -9.258530e-01 4.092759e-02 7.971622e-01 -9.884798e-01 -4.113284e-01 -2.105373e+00 6.447068e+00 
-5.038634e-01 -2.426179e+00 7.035571e+00 3.792361e-02 7.988749e-01 -9.324986e-01 3.839572e-02 7.678533e-01 -9.936649e-01 -3.932794e-01 -2.032401e+00 6.523899e+00 
-4.699925e-01 -2.306754e+00 7.106093e+00 3.468866e-02 7.684225e-01 -9.413373e-01 3.546638e-02 7.376328e-01 -1.000792e+00 -3.718460e-01 -1.949858e+00 6.609483e+00 
-4.330515e-01 -2.179037e+00 7.179353e+00 3.103558e-02 7.373092e-01 -9.521243e-01 3.214540e-02 7.072915e-01 -1.009604e+00 -3.471515e-01 -1.858727e+00 6.702945e+00 
-3.933128e-01 -2.044708e+00 7.254355e+00 2.698678e-02 7.065663e-01 -9.645532e-01 2.844845e-02 6.777995e-01 -1.019803e+00 -3.193216e-01 -1.760405e+00 6.803130e+00 
-3.510475e-01 -1.905892e+00 7.329861e+00 2.256406e-02 6.773753e-01 -9.782665e-01 2.439552e-02 6.502591e-01 -1.031068e+00 -2.885117e-01 -1.656714e+00 6.908582e+00 
-3.065370e-01 -1.763684e+00 7.405064e+00 1.779538e-02 6.506275e-01 -9.929715e-01 2.000152e-02 6.255026e-01 -1.043080e+00 -2.548633e-01 -1.548644e+00 7.018273e+00 
-2.600421e-01 -1.620170e+00 7.478752e+00 1.270408e-02 6.274191e-01 -1.008305e+00 1.528749e-02 6.045346e-01 -1.055521e+00 -2.185479e-01 -1.438041e+00 7.130713e+00 
-2.118259e-01 -1.476957e+00 7.549943e+00 7.315713e-03 6.086297e-01 -1.023946e+00 1.027418e-02 5.881523e-01 -1.068095e+00 -1.797420e-01 -1.326359e+00 7.244631e+00 
-1.621434e-01 -1.334772e+00 7.618119e+00 1.660116e-03 5.947959e-01 -1.039654e+00 4.982124e-03 5.768272e-01 -1.080541e+00 -1.386100e-01 -1.214300e+00 7.359238e+00 
-1.112440e-01 -1.194881e+00 7.682527e+00 -4.236918e-03 5.864850e-01 -1.055158e+00 -5.660670e-04 5.710452e-01 -1.092613e+00 -9.534105e-02 -1.103029e+00 7.473467e+00 
-5.930672e-02 -1.058024e+00 7.742728e+00 -1.035047e-02 5.840204e-01 -1.070245e+00 -6.350645e-03 5.710550e-01 -1.104116e+00 -5.006335e-02 -9.932499e-01 7.586648e+00 
-6.501513e-03 -9.246120e-01 7.798468e+00 -1.665590e-02 5.875302e-01 -1.084743e+00 -1.235271e-02 5.769161e-01 -1.114881e+00 -2.900258e-03 -8.853760e-01 7.698307e+00 
4.700771e-02 -7.948712e-01 7.849607e+00 -2.313178e-02 5.969940e-01 -1.098512e+00 -1.855568e-02 5.885429e-01 -1.124774e+00 4.602287e-02 -7.796509e-01 7.808077e+00 
1.011128e-01 -6.690836e-01 7.896027e+00 -2.976683e-02 6.123248e-01 -1.111422e+00 -2.494903e-02 6.057835e-01 -1.133687e+00 9.661354e-02 -6.763531e-01 7.915646e+00 
1.556997e-01 -5.468468e-01 7.937940e+00 -3.654309e-02 6.331875e-01 -1.123411e+00 -3.152149e-02 6.282464e-01 -1.141545e+00 1.487937e-01 -5.751638e-01 8.021064e+00 
2.106595e-01 -4.283883e-01 7.975254e+00 -4.344438e-02 6.593489e-01 -1.134379e+00 -3.825344e-02 6.556419e-01 -1.148280e+00 2.024522e-01 -4.762898e-01 8.124054e+00 
