0.000000e+00 5.000000e-01 -1.500000e-01 0.000000e+00 0.000000e+00 0.000000e+00 -1.570796e+00 8.069990e-01 -1.031084e+00 -1.570796e+00 2.240854e-01 -1.031084e+00 -1.570796e+00 2.240854e-01 -1.031084e+00 -1.570796e+00 8.069990e-01 -1.031084e+00 0.000000e+00 0.000000e+00 6.804493e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -5.875334e-01 -1.321995e+00 0.000000e+00 -1.909528e+00 1.321995e+00 0.000000e+00 -1.909528e+00 1.321995e+00 0.000000e+00 -5.875334e-01 -1.321995e+00 0.000000e+00 0.000000e+00 
8.555802e-08 4.998716e-01 -1.433238e-01 -2.498409e-07 8.983735e-06 -1.503554e-06 -1.570796e+00 8.010372e-01 -1.043688e+00 -1.570796e+00 2.059319e-01 -1.018688e+00 -1.570796e+00 2.059319e-01 -1.018688e+00 -1.570796e+00 8.010372e-01 -1.043688e+00 1.080348e-04 -1.679133e-02 6.541003e-01 -5.185219e-04 -1.589198e-03 5.385422e-05 0.000000e+00 -6.039154e-01 -1.200913e+00 0.000000e+00 -1.720789e+00 1.154755e+00 0.000000e+00 -1.720789e+00 1.154755e+00 0.000000e+00 -6.039154e-01 -1.200913e+00 1.423530e-02 1.570350e-01 
1.657702e-05 4.996924e-01 -1.369193e-01 -4.814642e-05 -3.192345e-05 1.008534e-07 -1.570796e+00 7.949373e-01 -1.055143e+00 -1.570796e+00 1.896760e-01 -1.008037e+00 -1.570796e+00 1.896760e-01 -1.008037e+00 -1.570796e+00 7.949373e-01 -1.055143e+00 3.268250e-03 -1.826046e-02 6.263371e-01 -8.307255e-03 -5.793371e-03 2.466297e-04 0.000000e+00 -6.153062e-01 -1.091858e+00 0.000000e+00 -1.530137e+00 9.731482e-01 0.000000e+00 -1.530137e+00 9.731482e-01 0.000000e+00 -6.153062e-01 -1.091858e+00 3.602269e-02 3.129062e-01 
6.477546e-05 4.995090e-01 -1.307973e-01 -1.616624e-04 -1.044411e-04 2.623839e-06 -1.570796e+00 7.887452e-01 -1.065561e+00 -1.570796e+00 1.753331e-01 -9.992649e-01 -1.570796e+00 1.753331e-01 -9.992649e-01 -1.570796e+00 7.887452e-01 -1.065561e+00 6.344725e-03 -1.840763e-02 5.982234e-01 -1.435495e-02 -8.712442e-03 2.453594e-04 0.000000e+00 -6.224588e-01 -9.934409e-01 0.000000e+00 -1.338312e+00 7.795217e-01 0.000000e+00 -1.338312e+00 7.795217e-01 0.000000e+00 -6.224588e-01 -9.934409e-01 5.812622e-02 4.574982e-01 
1.432183e-04 4.993244e-01 -1.249512e-01 -3.350004e-04 -2.062572e-04 4.972533e-06 -1.570796e+00 7.825001e-01 -1.075043e+00 -1.570796e+00 1.629110e-01 -9.924785e-01 -1.570796e+00 1.629110e-01 -9.924785e-01 -1.570796e+00 7.825001e-01 -1.075043e+00 9.338001e-03 -1.850798e-02 5.711737e-01 -2.030739e-02 -1.165137e-02 2.249892e-04 0.000000e+00 -6.260143e-01 -9.044731e-01 0.000000e+00 -1.146133e+00 5.763729e-01 0.000000e+00 -1.146133e+00 5.763729e-01 0.000000e+00 -6.260143e-01 -9.044731e-01 7.985460e-02 5.836319e-01 
2.514603e-04 4.991390e-01 -1.193699e-01 -5.676906e-04 -3.374069e-04 7.126283e-06 -1.570796e+00 7.762351e-01 -1.083678e+00 -1.570796e+00 1.524087e-01 -9.877604e-01 -1.570796e+00 1.524087e-01 -9.877604e-01 -1.570796e+00 7.762351e-01 -1.083678e+00 1.230673e-02 -1.857132e-02 5.452945e-01 -2.622349e-02 -1.457408e-02 2.055706e-04 0.000000e+00 -6.265217e-01 -8.239300e-01 0.000000e+00 -9.544924e-01 3.663159e-01 0.000000e+00 -9.544924e-01 3.663159e-01 0.000000e+00 -6.265217e-01 -8.239300e-01 1.012263e-01 6.920247e-01 
3.892522e-04 4.989531e-01 -1.140416e-01 -8.592559e-04 -4.976040e-04 9.074017e-06 -1.570796e+00 7.699783e-01 -1.091547e+00 -1.570796e+00 1.438162e-01 -9.851663e-01 -1.570796e+00 1.438162e-01 -9.851663e-01 -1.570796e+00 7.699783e-01 -1.091547e+00 1.524670e-02 -1.860044e-02 5.205603e-01 -3.207916e-02 -1.745883e-02 1.835572e-04 0.000000e+00 -6.244534e-01 -7.509219e-01 0.000000e+00 -7.643315e-01 1.520347e-01 0.000000e+00 -7.643315e-01 1.520347e-01 0.000000e+00 -6.244534e-01 -7.509219e-01 1.222743e-01 7.839791e-01 
5.562485e-04 4.987671e-01 -1.089550e-01 -1.208962e-03 -6.863959e-04 1.078537e-05 -1.570796e+00 7.637533e-01 -1.098719e+00 -1.570796e+00 1.371139e-01 -9.847248e-01 -1.570796e+00 1.371139e-01 -9.847248e-01 -1.570796e+00 7.637533e-01 -1.098719e+00 1.814550e-02 -1.859892e-02 4.969328e-01 -3.784694e-02 -2.029051e-02 1.581196e-04 0.000000e+00 -6.202171e-01 -6.846708e-01 0.000000e+00 -5.766125e-01 -6.377786e-02 0.000000e+00 -5.766125e-01 -6.377786e-02 0.000000e+00 -6.202171e-01 -6.846708e-01 1.430298e-01 8.607842e-01 
7.519709e-04 4.985812e-01 -1.040994e-01 -1.615795e-03 -9.031861e-04 1.222414e-05 -1.570796e+00 7.575800e-01 -1.105260e+00 -1.570796e+00 1.322726e-01 -9.864382e-01 -1.570796e+00 1.322726e-01 -9.864382e-01 -1.570796e+00 7.575800e-01 -1.105260e+00 2.098940e-02 -1.857026e-02 4.743719e-01 -4.349971e-02 -2.305600e-02 1.289975e-04 0.000000e+00 -6.141660e-01 -6.244936e-01 0.000000e+00 -3.922849e-01 -2.784897e-01 0.000000e+00 -3.922849e-01 -2.784897e-01 0.000000e+00 -6.141660e-01 -6.244936e-01 1.635215e-01 9.236688e-01 
9.757512e-04 4.983957e-01 -9.946432e-02 -2.078370e-03 -1.147197e-03 1.335260e-05 -1.570796e+00 7.514750e-01 -1.111227e+00 -1.570796e+00 1.292539e-01 -9.902826e-01 -1.570796e+00 1.292539e-01 -9.902826e-01 -1.570796e+00 7.514750e-01 -1.111227e+00 2.376564e-02 -1.851760e-02 4.528395e-01 -4.901207e-02 -2.574293e-02 9.610829e-05 0.000000e+00 -6.066065e-01 -5.697873e-01 0.000000e+00 -2.122507e-01 -4.895995e-01 0.000000e+00 -2.122507e-01 -4.895995e-01 0.000000e+00 -6.066065e-01 -5.697873e-01 1.837741e-01 9.737584e-01 
1.226907e-03 4.982109e-01 -9.503960e-02 -2.595271e-03 -1.417639e-03 1.413297e-05 -1.570796e+00 7.454520e-01 -1.116673e+00 -1.570796e+00 1.280105e-01 -9.962104e-01 -1.570796e+00 1.280105e-01 -9.962104e-01 -1.570796e+00 7.454520e-01 -1.116673e+00 2.646153e-02 -1.844401e-02 4.322979e-01 -5.435895e-02 -2.833919e-02 5.937377e-05 0.000000e+00 -5.978051e-01 -5.200172e-01 0.000000e+00 -3.733221e-02 -6.948017e-01 0.000000e+00 -3.733221e-02 -6.948017e-01 0.000000e+00 -5.978051e-01 -5.200172e-01 2.038118e-01 1.012168e+00 
1.504561e-03 4.980269e-01 -9.081552e-02 -3.164695e-03 -1.713534e-03 1.452664e-05 -1.570796e+00 7.395222e-01 -1.121643e+00 -1.570796e+00 1.284878e-01 -1.004152e+00 -1.570796e+00 1.284878e-01 -1.004152e+00 -1.570796e+00 7.395222e-01 -1.121643e+00 2.906559e-02 -1.835197e-02 4.127116e-01 -5.951774e-02 -3.083411e-02 1.876370e-05 0.000000e+00 -5.879939e-01 -4.747080e-01 0.000000e+00 1.317553e-01 -8.920405e-01 0.000000e+00 1.317553e-01 -8.920405e-01 0.000000e+00 -5.879939e-01 -4.747080e-01 2.236542e-01 1.039899e+00 
1.807748e-03 4.978439e-01 -8.678270e-02 -3.784674e-03 -2.033829e-03 1.449538e-05 -1.570796e+00 7.336948e-01 -1.126180e+00 -1.570796e+00 1.306242e-01 -1.014019e+00 -1.570796e+00 1.306242e-01 -1.014019e+00 -1.570796e+00 7.336948e-01 -1.126180e+00 3.156707e-02 -1.824377e-02 3.940461e-01 -6.446732e-02 -3.321771e-02 -2.567334e-05 0.000000e+00 -5.773749e-01 -4.334354e-01 0.000000e+00 2.944228e-01 -1.079548e+00 0.000000e+00 2.944228e-01 -1.079548e+00 0.000000e+00 -5.773749e-01 -4.334354e-01 2.433190e-01 1.057885e+00 
2.135435e-03 4.976620e-01 -8.293194e-02 -4.453098e-03 -2.377401e-03 1.400115e-05 -1.570796e+00 7.279768e-01 -1.130324e+00 -1.570796e+00 1.343533e-01 -1.025706e+00 -1.570796e+00 1.343533e-01 -1.025706e+00 -1.570796e+00 7.279768e-01 -1.130324e+00 3.395574e-02 -1.812152e-02 3.762676e-01 -6.918768e-02 -3.548055e-02 -7.385765e-05 0.000000e+00 -5.661245e-01 -3.958198e-01 0.000000e+00 4.502182e-01 -1.255865e+00 0.000000e+00 4.502182e-01 -1.255865e+00 0.000000e+00 -5.661245e-01 -3.958198e-01 2.628218e-01 1.067014e+00 
