0.000000e+000 5.000000e-001 -1.500000e-001 0.000000e+000 0.000000e+000 0.000000e+000 -1.570796e+000 8.069990e-001 -1.031084e+000 -1.570796e+000 2.240854e-001 -1.031084e+000 -1.570796e+000 2.240854e-001 -1.031084e+000 -1.570796e+000 8.069990e-001 -1.031084e+000 0.000000e+000 0.000000e+000 6.804493e-001 0.000000e+000 0.000000e+000 0.000000e+000 0.000000e+000 -5.875334e-001 -1.321995e+000 0.000000e+000 -1.909528e+000 1.321995e+000 0.000000e+000 -1.909528e+000 1.321995e+000 0.000000e+000 -5.875334e-001 -1.321995e+000 0.000000e+000 0.000000e+000 0.000000e+000 5.000000e-001 -1.500000e-001 0.000000e+000 0.000000e+000 0.000000e+000 0.000000e+000 0.000000e+000 6.804493e-001 0.000000e+000 0.000000e+000 0.000000e+000 
8.487909e-008 4.998716e-001 -1.433238e-001 -2.488779e-007 8.965447e-006 -1.502800e-006 -1.570796e+000 8.010372e-001 -1.043688e+000 -1.570796e+000 2.059325e-001 -1.018688e+000 -1.570796e+000 2.059325e-001 -1.018688e+000 -1.570796e+000 8.010372e-001 -1.043688e+000 1.080063e-004 -1.679168e-002 6.541006e-001 -5.188365e-004 -1.589287e-003 5.395530e-005 -3.416839e-008 -6.039139e-001 -1.200917e+000 -3.367930e-008 -1.720788e+000 1.154751e+000 -2.975265e-008 -1.720788e+000 1.154751e+000 -2.729894e-008 -6.039140e-001 -1.200917e+000 1.423453e-002 1.570331e-001 8.487914e-008 4.998716e-001 -1.433238e-001 -2.488852e-007 8.965451e-006 -1.502799e-006 1.080066e-004 -1.679168e-002 6.541006e-001 -5.188697e-004 -1.589260e-003 5.395768e-005 
1.657427e-005 4.996924e-001 -1.369193e-001 -4.814755e-005 -3.194430e-005 1.029778e-007 -1.570796e+000 7.949373e-001 -1.055142e+000 -1.570796e+000 1.896766e-001 -1.008038e+000 -1.570796e+000 1.896766e-001 -1.008038e+000 -1.570796e+000 7.949373e-001 -1.055142e+000 3.268131e-003 -1.826069e-002 6.263375e-001 -8.306941e-003 -5.793270e-003 2.470755e-004 -1.124514e-007 -6.153052e-001 -1.091861e+000 -1.109277e-007 -1.530137e+000 9.731453e-001 -9.899403e-008 -1.530137e+000 9.731454e-001 -9.139874e-008 -6.153054e-001 -1.091861e+000 3.602218e-002 3.129045e-001 1.657428e-005 4.996924e-001 -1.369193e-001 -4.814840e-005 -3.194364e-005 1.030373e-007 3.268131e-003 -1.826069e-002 6.263375e-001 -8.307061e-003 -5.793177e-003 2.470836e-004 
6.477129e-005 4.995090e-001 -1.307973e-001 -1.616568e-004 -1.044576e-004 2.626738e-006 -1.570796e+000 7.887452e-001 -1.065561e+000 -1.570796e+000 1.753337e-001 -9.992655e-001 -1.570796e+000 1.753337e-001 -9.992655e-001 -1.570796e+000 7.887452e-001 -1.065561e+000 6.344233e-003 -1.840771e-002 5.982235e-001 -1.435396e-002 -8.712147e-003 2.452268e-004 -9.659099e-008 -6.224580e-001 -9.934434e-001 -9.522296e-008 -1.338312e+000 7.795201e-001 -8.498075e-008 -1.338312e+000 7.795202e-001 -7.844248e-008 -6.224582e-001 -9.934432e-001 5.812574e-002 4.574972e-001 6.477131e-005 4.995090e-001 -1.307973e-001 -1.616589e-004 -1.044560e-004 2.626878e-006 6.344234e-003 -1.840770e-002 5.982235e-001 -1.435408e-002 -8.712056e-003 2.452348e-004 
1.432095e-004 4.993244e-001 -1.249512e-001 -3.349867e-004 -2.062717e-004 4.975090e-006 -1.570796e+000 7.825001e-001 -1.075043e+000 -1.570796e+000 1.629115e-001 -9.924791e-001 -1.570796e+000 1.629115e-001 -9.924791e-001 -1.570796e+000 7.825001e-001 -1.075043e+000 9.337840e-003 -1.850810e-002 5.711745e-001 -2.030682e-002 -1.165100e-002 2.250132e-004 -9.716041e-008 -6.260134e-001 -9.044757e-001 -9.797626e-008 -1.146134e+000 5.763719e-001 -8.794290e-008 -1.146134e+000 5.763720e-001 -8.221491e-008 -6.260136e-001 -9.044753e-001 7.985402e-002 5.836276e-001 1.432095e-004 4.993244e-001 -1.249512e-001 -3.349901e-004 -2.062691e-004 4.975314e-006 9.337840e-003 -1.850809e-002 5.711745e-001 -2.030696e-002 -1.165089e-002 2.250218e-004 
2.514493e-004 4.991390e-001 -1.193699e-001 -5.676699e-004 -3.374172e-004 7.128607e-006 -1.570796e+000 7.762350e-001 -1.083678e+000 -1.570796e+000 1.524091e-001 -9.877607e-001 -1.570796e+000 1.524091e-001 -9.877607e-001 -1.570796e+000 7.762350e-001 -1.083678e+000 1.230629e-002 -1.857160e-002 5.452948e-001 -2.622261e-002 -1.457378e-002 2.055699e-004 -9.891853e-008 -6.265200e-001 -8.239342e-001 -1.016739e-007 -9.544940e-001 3.663159e-001 -9.155622e-008 -9.544939e-001 3.663160e-001 -8.640559e-008 -6.265203e-001 -8.239335e-001 1.012257e-001 6.920231e-001 2.514493e-004 4.991390e-001 -1.193699e-001 -5.676747e-004 -3.374134e-004 7.128920e-006 1.230629e-002 -1.857159e-002 5.452948e-001 -2.622277e-002 -1.457365e-002 2.055792e-004 
3.892398e-004 4.989531e-001 -1.140415e-001 -8.592326e-004 -4.976149e-004 9.076969e-006 -1.570796e+000 7.699782e-001 -1.091546e+000 -1.570796e+000 1.438165e-001 -9.851663e-001 -1.570796e+000 1.438165e-001 -9.851663e-001 -1.570796e+000 7.699782e-001 -1.091546e+000 1.524640e-002 -1.860081e-002 5.205611e-001 -3.207823e-002 -1.745838e-002 1.835608e-004 -1.084519e-007 -6.244512e-001 -7.509270e-001 -1.147575e-007 -7.643331e-001 1.520345e-001 -1.042896e-007 -7.643331e-001 1.520346e-001 -9.995743e-008 -6.244516e-001 -7.509258e-001 1.222735e-001 7.839762e-001 3.892398e-004 4.989531e-001 -1.140415e-001 -8.592391e-004 -4.976096e-004 9.077379e-006 1.524640e-002 -1.860080e-002 5.205611e-001 -3.207842e-002 -1.745821e-002 1.835710e-004 
5.562152e-004 4.987670e-001 -1.089550e-001 -1.208894e-003 -6.863857e-004 1.078814e-005 -1.570796e+000 7.637526e-001 -1.098718e+000 -1.570796e+000 1.371127e-001 -9.847206e-001 -1.570796e+000 1.371127e-001 -9.847206e-001 -1.570796e+000 7.637526e-001 -1.098718e+000 1.814506e-002 -1.860009e-002 4.969336e-001 -3.784594e-002 -2.029013e-002 1.581387e-004 -9.562911e-008 -6.202071e-001 -6.846893e-001 -1.024855e-007 -5.766108e-001 -6.379018e-002 -9.403554e-008 -5.766107e-001 -6.379001e-002 -9.085612e-008 -6.202075e-001 -6.846883e-001 1.430282e-001 8.607738e-001 5.562152e-004 4.987670e-001 -1.089550e-001 -1.208903e-003 -6.863787e-004 1.078865e-005 1.814506e-002 -1.860007e-002 4.969336e-001 -3.784613e-002 -2.028996e-002 1.581489e-004 
7.519044e-004 4.985811e-001 -1.040995e-001 -1.615660e-003 -9.031431e-004 1.222670e-005 -1.570796e+000 7.575787e-001 -1.105258e+000 -1.570796e+000 1.322693e-001 -9.864281e-001 -1.570796e+000 1.322693e-001 -9.864281e-001 -1.570796e+000 7.575786e-001 -1.105258e+000 2.098888e-002 -1.857368e-002 4.743727e-001 -4.349861e-002 -2.305550e-002 1.290501e-004 -6.059081e-008 -6.141460e-001 -6.245292e-001 -6.563036e-008 -3.922730e-001 -2.785302e-001 -6.301138e-008 -3.922730e-001 -2.785301e-001 -6.169363e-008 -6.141463e-001 -6.245287e-001 1.635182e-001 9.236473e-001 7.519045e-004 4.985811e-001 -1.040995e-001 -1.615670e-003 -9.031345e-004 1.222731e-005 2.098888e-002 -1.857366e-002 4.743727e-001 -4.349878e-002 -2.305535e-002 1.290587e-004 
9.757069e-004 4.983956e-001 -9.946433e-002 -2.078278e-003 -1.147175e-003 1.335559e-005 -1.570796e+000 7.514732e-001 -1.111224e+000 -1.570796e+000 1.292487e-001 -9.902677e-001 -1.570796e+000 1.292487e-001 -9.902676e-001 -1.570796e+000 7.514732e-001 -1.111224e+000 2.376490e-002 -1.852362e-002 4.528399e-001 -4.901056e-002 -2.574217e-002 9.615574e-005 -8.754565e-009 -6.065797e-001 -5.698344e-001 -1.087578e-008 -2.122234e-001 -4.896780e-001 -1.713248e-008 -2.122234e-001 -4.896778e-001 -1.858030e-008 -6.065798e-001 -5.698346e-001 1.837699e-001 9.737580e-001 9.757070e-004 4.983956e-001 -9.946433e-002 -2.078289e-003 -1.147165e-003 1.335627e-005 2.376490e-002 -1.852361e-002 4.528399e-001 -4.901069e-002 -2.574205e-002 9.616149e-005 
