0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 
-3.097855e-07 1.579242e-06 0.000000e+00 0.000000e+00 3.898136e-06 0.000000e+00 -3.898136e-06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 -3.097858e-07 3.528310e-06 0.000000e+00 0.000000e+00 -1.036545e-05 0.000000e+00 1.036545e-05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 3.537857e-06 -6.096567e-06 0.000000e+00 0.000000e+00 -1.731776e-05 0.000000e+00 1.731776e-05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 
-1.238960e-06 6.316281e-06 0.000000e+00 0.000000e+00 1.559083e-05 0.000000e+00 -1.559083e-05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 -1.238968e-06 1.411170e-05 0.000000e+00 0.000000e+00 -4.145727e-05 0.000000e+00 4.145727e-05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 1.414983e-05 -2.438363e-05 0.000000e+00 0.000000e+00 -6.926345e-05 0.000000e+00 6.926345e-05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 
-2.787034e-06 1.420905e-05 0.000000e+00 0.000000e+00 3.507294e-05 0.000000e+00 -3.507294e-05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 -2.787095e-06 3.174552e-05 0.000000e+00 0.000000e+00 -9.326183e-05 0.000000e+00 9.326183e-05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 3.183080e-05 -5.485338e-05 0.000000e+00 0.000000e+00 -1.558143e-04 0.000000e+00 1.558143e-04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 
-4.952997e-06 2.525412e-05 0.000000e+00 0.000000e+00 6.233587e-05 0.000000e+00 -6.233587e-05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 -4.953256e-06 5.642205e-05 0.000000e+00 0.000000e+00 -1.657564e-04 0.000000e+00 1.657564e-04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 5.657198e-05 -9.749300e-05 0.000000e+00 0.000000e+00 -2.769324e-04 0.000000e+00 2.769324e-04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 
-7.735206e-06 3.944672e-05 0.000000e+00 0.000000e+00 9.736759e-05 0.000000e+00 -9.736759e-05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 -7.735997e-06 8.813051e-05 0.000000e+00 0.000000e+00 -2.589094e-04 0.000000e+00 2.589094e-04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 8.836055e-05 -1.522848e-04 0.000000e+00 0.000000e+00 -4.325646e-04 0.000000e+00 4.325646e-04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 
-1.113139e-05 5.678074e-05 0.000000e+00 0.000000e+00 1.401526e-04 0.000000e+00 -1.401526e-04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 -1.113335e-05 1.268570e-04 0.000000e+00 0.000000e+00 -3.726800e-04 0.000000e+00 3.726800e-04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 1.271793e-04 -2.192065e-04 0.000000e+00 0.000000e+00 -6.226430e-04 0.000000e+00 6.226430e-04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 
-1.513461e-05 7.724941e-05 0.000000e+00 0.000000e+00 1.906725e-04 0.000000e+00 -1.906725e-04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 -1.513885e-05 1.725857e-04 0.000000e+00 0.000000e+00 -5.070179e-04 0.000000e+00 5.070179e-04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 1.730099e-04 -2.982297e-04 0.000000e+00 0.000000e+00 -8.470836e-04 0.000000e+00 8.470836e-04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 
-1.973955e-05 1.008442e-04 0.000000e+00 0.000000e+00 2.489052e-04 0.000000e+00 -2.489052e-04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 -1.974781e-05 2.252968e-04 0.000000e+00 0.000000e+00 -6.618641e-04 0.000000e+00 6.618641e-04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 2.258269e-04 -3.893227e-04 0.000000e+00 0.000000e+00 -1.105788e-03 0.000000e+00 1.105788e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 
-2.494449e-05 1.275545e-04 0.000000e+00 0.000000e+00 3.148243e-04 0.000000e+00 -3.148243e-04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 -2.495936e-05 2.849667e-04 0.000000e+00 0.000000e+00 -8.371517e-04 0.000000e+00 8.371517e-04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 2.855950e-04 -4.924514e-04 0.000000e+00 0.000000e+00 -1.398644e-03 0.000000e+00 1.398644e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 
