0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 3.803000e-01 -6.198000e-01 1.286700e+00 2.441100e+00 1.706200e+00 -1.005800e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.335596e-12 -1.411266e-11 0.000000e+00 -4.991725e-11 0.000000e+00 0.000000e+00 3.803000e-01 -6.198000e-01 1.286700e+00 2.441100e+00 1.706200e+00 -1.005800e+00 1.687637e-10 -5.145091e-10 0.000000e+00 -1.991041e-09 0.000000e+00 0.000000e+00 4.917489e-08 -6.254010e-08 -1.931213e-07 -1.486031e-08 -4.442160e-08 2.365691e-07 -1.027634e-13 
6.838178e-11 -1.580472e-10 0.000000e+00 -7.318474e-10 0.000000e+00 0.000000e+00 3.803000e-01 -6.198000e-01 1.286700e+00 2.441100e+00 1.706200e+00 -1.005800e+00 1.170929e-09 -2.162584e-09 0.000000e+00 -1.523028e-08 0.000000e+00 0.000000e+00 3.745039e-07 -4.998758e-07 -1.451472e-06 -6.830316e-08 -3.159614e-07 1.580603e-06 -5.476215e-12 
2.945999e-10 -3.729739e-10 0.000000e+00 -3.622489e-09 0.000000e+00 0.000000e+00 3.803001e-01 -6.198001e-01 1.286700e+00 2.441100e+00 1.706200e+00 -1.005800e+00 3.798960e-09 -1.402667e-09 0.000000e+00 -4.426575e-08 0.000000e+00 0.000000e+00 1.177555e-06 -1.654624e-06 -4.566531e-06 -1.180892e-07 -9.744619e-07 4.624915e-06 -5.813042e-11 
8.966099e-10 -1.015964e-10 0.000000e+00 -9.991335e-09 0.000000e+00 0.000000e+00 3.803003e-01 -6.198004e-01 1.286699e+00 2.441100e+00 1.706200e+00 -1.005799e+00 8.321119e-09 1.011981e-08 0.000000e+00 -8.651195e-08 0.000000e+00 0.000000e+00 2.575777e-06 -3.815936e-06 -1.007283e-05 -3.940099e-08 -2.102196e-06 9.413168e-06 -2.675679e-10 
2.051272e-09 2.381095e-09 0.000000e+00 -2.074894e-08 0.000000e+00 0.000000e+00 3.803006e-01 -6.198009e-01 1.286698e+00 2.441100e+00 1.706199e+00 -1.005798e+00 1.548008e-08 4.378321e-08 0.000000e+00 -1.240031e-07 0.000000e+00 0.000000e+00 4.574640e-06 -7.179708e-06 -1.824980e-05 2.553142e-07 -3.792129e-06 1.616389e-05 -9.077489e-10 
4.055764e-09 9.907692e-09 0.000000e+00 -3.398238e-08 0.000000e+00 0.000000e+00 3.803012e-01 -6.198019e-01 1.286695e+00 2.441100e+00 1.706199e+00 -1.005796e+00 2.485832e-08 1.146833e-07 0.000000e+00 -1.343100e-07 0.000000e+00 0.000000e+00 7.120515e-06 -1.189717e-05 -2.923888e-05 9.241907e-07 -6.058986e-06 2.460683e-05 -2.365153e-09 
7.099755e-09 2.709754e-08 0.000000e+00 -4.546033e-08 0.000000e+00 0.000000e+00 3.803021e-01 -6.198034e-01 1.286692e+00 2.441100e+00 1.706198e+00 -1.005793e+00 3.633987e-08 2.394527e-07 0.000000e+00 -8.121434e-08 0.000000e+00 0.000000e+00 1.007506e-05 -1.804302e-05 -4.303971e-05 2.053932e-06 -8.949636e-06 3.485893e-05 -5.334922e-09 
1.135210e-08 6.023802e-08 0.000000e+00 -4.684578e-08 0.000000e+00 0.000000e+00 3.803032e-01 -6.198055e-01 1.286686e+00 2.441100e+00 1.706197e+00 -1.005789e+00 4.886754e-08 4.369072e-07 0.000000e+00 7.506565e-08 0.000000e+00 0.000000e+00 1.326747e-05 -2.567100e-05 -5.960023e-05 3.759498e-06 -1.246465e-05 4.682097e-05 -1.080134e-08 
1.685620e-08 1.175634e-07 0.000000e+00 -2.552729e-08 0.000000e+00 0.000000e+00 3.803047e-01 -6.198085e-01 1.286680e+00 2.441101e+00 1.706196e+00 -1.005783e+00 6.085644e-08 7.271446e-07 0.000000e+00 3.791111e-07 0.000000e+00 0.000000e+00 1.649873e-05 -3.481647e-05 -7.883906e-05 6.145137e-06 -1.659032e-05 6.042674e-05 -2.016055e-08 
2.344799e-08 2.094440e-07 0.000000e+00 3.557456e-08 0.000000e+00 0.000000e+00 3.803065e-01 -6.198125e-01 1.286671e+00 2.441102e+00 1.706194e+00 -1.005776e+00 7.043846e-08 1.130915e-06 0.000000e+00 8.802180e-07 0.000000e+00 0.000000e+00 1.954955e-05 -4.550347e-05 -1.006680e-04 9.284203e-06 -2.131681e-05 7.577826e-05 -3.545717e-08 
3.076762e-08 3.482785e-07 0.000000e+00 1.586432e-07 0.000000e+00 0.000000e+00 3.803086e-01 -6.198177e-01 1.286659e+00 2.441103e+00 1.706191e+00 -1.005768e+00 7.492874e-08 1.670092e-06 0.000000e+00 1.626617e-06 0.000000e+00 0.000000e+00 2.220654e-05 -5.777448e-05 -1.250174e-04 1.327818e-05 -2.659449e-05 9.279196e-05 -5.945943e-08 
