-1.043674e-01 -1.245190e-02 8.668152e-03 1.489410e-02 -1.228473e-02 
-1.033247e-01 -1.766347e-02 -2.131038e-03 6.700698e-03 -1.499847e-02 
-1.022758e-01 -2.287394e-02 -1.292632e-02 -1.489347e-03 -1.769470e-02 
-1.012209e-01 -2.808216e-02 -2.371361e-02 -9.672529e-03 -2.037210e-02 
-1.001607e-01 -3.328695e-02 -3.448882e-02 -1.784534e-02 -2.302936e-02 
-9.909556e-02 -3.848716e-02 -4.524787e-02 -2.600429e-02 -2.566522e-02 
-9.802616e-02 -4.368158e-02 -5.598665e-02 -3.414586e-02 -2.827845e-02 
-9.695305e-02 -4.886901e-02 -6.670108e-02 -4.226658e-02 -3.086787e-02 
-9.587685e-02 -5.404820e-02 -7.738705e-02 -5.036295e-02 -3.343230e-02 
-9.479821e-02 -5.921789e-02 -8.804044e-02 -5.843150e-02 -3.597063e-02 
-9.371782e-02 -6.437677e-02 -9.865713e-02 -6.646875e-02 -3.848176e-02 
-9.263639e-02 -6.952351e-02 -1.092330e-01 -7.447125e-02 -4.096467e-02 
-9.155465e-02 -7.465674e-02 -1.197639e-01 -8.243554e-02 -4.341833e-02 
-9.047335e-02 -7.977502e-02 -1.302457e-01 -9.035821e-02 -4.584179e-02 
-8.939328e-02 -8.487689e-02 -1.406743e-01 -9.823581e-02 -4.823410e-02 
-8.831522e-02 -8.996085e-02 -1.510454e-01 -1.060650e-01 -5.059439e-02 
-8.724000e-02 -9.502531e-02 -1.613549e-01 -1.138422e-01 -5.292180e-02 
-8.616843e-02 -1.000687e-01 -1.715986e-01 -1.215643e-01 -5.521554e-02 
-8.510134e-02 -1.050893e-01 -1.817724e-01 -1.292278e-01 -5.747483e-02 
-8.403958e-02 -1.100854e-01 -1.918721e-01 -1.368294e-01 -5.969895e-02 
-8.298400e-02 -1.150552e-01 -2.018934e-01 -1.443658e-01 -6.188722e-02 
-8.193542e-02 -1.199969e-01 -2.118321e-01 -1.518336e-01 -6.403900e-02 
-8.089471e-02 -1.249085e-01 -2.216840e-01 -1.592297e-01 -6.615368e-02 
-7.986271e-02 -1.297882e-01 -2.314450e-01 -1.665509e-01 -6.823071e-02 
-7.884023e-02 -1.346340e-01 -2.411108e-01 -1.737938e-01 -7.026956e-02 
-7.782812e-02 -1.394436e-01 -2.506771e-01 -1.809553e-01 -7.226975e-02 
-7.682717e-02 -1.442151e-01 -2.601399e-01 -1.880323e-01 -7.423084e-02 
-7.583819e-02 -1.489463e-01 -2.694948e-01 -1.950217e-01 -7.615243e-02 
-7.486196e-02 -1.536348e-01 -2.787378e-01 -2.019203e-01 -7.803415e-02 
-7.389922e-02 -1.582785e-01 -2.878645e-01 -2.087252e-01 -7.987566e-02 
-7.295071e-02 -1.628751e-01 -2.968708e-01 -2.154333e-01 -8.167669e-02 
-7.201716e-02 -1.674220e-01 -3.057526e-01 -2.220416e-01 -8.343696e-02 
-7.109923e-02 -1.719170e-01 -3.145058e-01 -2.285473e-01 -8.515627e-02 
-7.019759e-02 -1.763575e-01 -3.231261e-01 -2.349473e-01 -8.683441e-02 
-6.931287e-02 -1.807411e-01 -3.316095e-01 -2.412390e-01 -8.847122e-02 
-6.844565e-02 -1.850653e-01 -3.399520e-01 -2.474193e-01 -9.006659e-02 
-6.759651e-02 -1.893274e-01 -3.481494e-01 -2.534857e-01 -9.162042e-02 
-6.676597e-02 -1.935250e-01 -3.561978e-01 -2.594353e-01 -9.313263e-02 
-6.595452e-02 -1.976554e-01 -3.640933e-01 -2.652656e-01 -9.460319e-02 
-6.516264e-02 -2.017159e-01 -3.718318e-01 -2.709738e-01 -9.603207e-02 
-6.439074e-02 -2.057041e-01 -3.794095e-01 -2.765574e-01 -9.741929e-02 
-6.363921e-02 -2.096171e-01 -3.868225e-01 -2.820139e-01 -9.876488e-02 
-6.290841e-02 -2.134525e-01 -3.940671e-01 -2.873409e-01 -1.000689e-01 
-6.219866e-02 -2.172075e-01 -4.011396e-01 -2.925359e-01 -1.013314e-01 
-6.151024e-02 -2.208796e-01 -4.080363e-01 -2.975965e-01 -1.025525e-01 
-6.084341e-02 -2.244660e-01 -4.147535e-01 -3.025205e-01 -1.037323e-01 
-6.019838e-02 -2.279643e-01 -4.212877e-01 -3.073056e-01 -1.048710e-01 
-5.957534e-02 -2.313718e-01 -4.276356e-01 -3.119497e-01 -1.059685e-01 
-5.897445e-02 -2.346861e-01 -4.337936e-01 -3.164506e-01 -1.070253e-01 
-5.839582e-02 -2.379045e-01 -4.397585e-01 -3.208062e-01 -1.080412e-01 
-5.783956e-02 -2.410246e-01 -4.455270e-01 -3.250147e-01 -1.090167e-01 
-5.730573e-02 -2.440441e-01 -4.510960e-01 -3.290740e-01 -1.099518e-01 
-5.679438e-02 -2.469604e-01 -4.564625e-01 -3.329823e-01 -1.108467e-01 
-5.630553e-02 -2.497714e-01 -4.616234e-01 -3.367377e-01 -1.117016e-01 
-5.583919e-02 -2.524747e-01 -4.665760e-01 -3.403387e-01 -1.125167e-01 
-5.539532e-02 -2.550680e-01 -4.713175e-01 -3.437835e-01 -1.132923e-01 
-5.497390e-02 -2.575494e-01 -4.758452e-01 -3.470705e-01 -1.140284e-01 
-5.457488e-02 -2.599167e-01 -4.801565e-01 -3.501982e-01 -1.147254e-01 
-5.419817e-02 -2.621680e-01 -4.842491e-01 -3.531651e-01 -1.153834e-01 
-5.384373e-02 -2.643013e-01 -4.881206e-01 -3.559700e-01 -1.160025e-01 
-5.351144e-02 -2.663148e-01 -4.917688e-01 -3.586115e-01 -1.165831e-01 
-5.320123e-02 -2.682068e-01 -4.951917e-01 -3.610883e-01 -1.171253e-01 
-5.291299e-02 -2.699756e-01 -4.983872e-01 -3.633993e-01 -1.176292e-01 
-5.264663e-02 -2.716198e-01 -5.013535e-01 -3.655435e-01 -1.180950e-01 
-5.240203e-02 -2.731379e-01 -5.040889e-01 -3.675199e-01 -1.185229e-01 
-5.217911e-02 -2.745286e-01 -5.065918e-01 -3.693275e-01 -1.189131e-01 
-5.197776e-02 -2.757905e-01 -5.088607e-01 -3.709655e-01 -1.192657e-01 
-5.179789e-02 -2.769227e-01 -5.108944e-01 -3.724331e-01 -1.195808e-01 
-5.163941e-02 -2.779241e-01 -5.126917e-01 -3.737297e-01 -1.198585e-01 
-5.150224e-02 -2.787938e-01 -5.142515e-01 -3.748546e-01 -1.200990e-01 
-5.138630e-02 -2.795310e-01 -5.155728e-01 -3.758073e-01 -1.203023e-01 
-5.129153e-02 -2.801351e-01 -5.166550e-01 -3.765875e-01 -1.204685e-01 
-5.121788e-02 -2.806055e-01 -5.174973e-01 -3.771946e-01 -1.205977e-01 
-5.116531e-02 -2.809418e-01 -5.180994e-01 -3.776285e-01 -1.206900e-01 
-5.113377e-02 -2.811437e-01 -5.184607e-01 -3.778889e-01 -1.207454e-01 
-5.112326e-02 -2.812111e-01 -5.185812e-01 -3.779757e-01 -1.207638e-01 
-5.113377e-02 -2.811437e-01 -5.184607e-01 -3.778889e-01 -1.207454e-01 
-5.116531e-02 -2.809418e-01 -5.180994e-01 -3.776285e-01 -1.206900e-01 
-5.121788e-02 -2.806055e-01 -5.174973e-01 -3.771946e-01 -1.205977e-01 
-5.129153e-02 -2.801351e-01 -5.166550e-01 -3.765875e-01 -1.204685e-01 
-5.138630e-02 -2.795310e-01 -5.155728e-01 -3.758073e-01 -1.203023e-01 
-5.150224e-02 -2.787938e-01 -5.142515e-01 -3.748546e-01 -1.200990e-01 
-5.163941e-02 -2.779241e-01 -5.126917e-01 -3.737297e-01 -1.198585e-01 
-5.179789e-02 -2.769227e-01 -5.108944e-01 -3.724331e-01 -1.195808e-01 
-5.197776e-02 -2.757905e-01 -5.088607e-01 -3.709655e-01 -1.192657e-01 
-5.217911e-02 -2.745286e-01 -5.065918e-01 -3.693275e-01 -1.189131e-01 
-5.240203e-02 -2.731379e-01 -5.040889e-01 -3.675199e-01 -1.185229e-01 
-5.264663e-02 -2.716198e-01 -5.013535e-01 -3.655435e-01 -1.180950e-01 
-5.291299e-02 -2.699756e-01 -4.983872e-01 -3.633993e-01 -1.176292e-01 
-5.320123e-02 -2.682068e-01 -4.951917e-01 -3.610883e-01 -1.171253e-01 
-5.351144e-02 -2.663148e-01 -4.917688e-01 -3.586115e-01 -1.165831e-01 
-5.384373e-02 -2.643013e-01 -4.881206e-01 -3.559700e-01 -1.160025e-01 
-5.419817e-02 -2.621680e-01 -4.842491e-01 -3.531651e-01 -1.153834e-01 
-5.457488e-02 -2.599167e-01 -4.801565e-01 -3.501982e-01 -1.147254e-01 
-5.497390e-02 -2.575494e-01 -4.758452e-01 -3.470705e-01 -1.140284e-01 
-5.539532e-02 -2.550680e-01 -4.713175e-01 -3.437835e-01 -1.132923e-01 
-5.583919e-02 -2.524747e-01 -4.665760e-01 -3.403387e-01 -1.125167e-01 
-5.630553e-02 -2.497714e-01 -4.616234e-01 -3.367377e-01 -1.117016e-01 
-5.679438e-02 -2.469604e-01 -4.564625e-01 -3.329823e-01 -1.108467e-01 
-5.730573e-02 -2.440441e-01 -4.510960e-01 -3.290740e-01 -1.099518e-01 
-5.783956e-02 -2.410246e-01 -4.455270e-01 -3.250147e-01 -1.090167e-01 
-5.839582e-02 -2.379045e-01 -4.397585e-01 -3.208062e-01 -1.080412e-01 
-5.897445e-02 -2.346861e-01 -4.337936e-01 -3.164506e-01 -1.070253e-01 
-5.957534e-02 -2.313718e-01 -4.276356e-01 -3.119497e-01 -1.059685e-01 
-6.019838e-02 -2.279643e-01 -4.212877e-01 -3.073056e-01 -1.048710e-01 
-6.084341e-02 -2.244660e-01 -4.147535e-01 -3.025205e-01 -1.037323e-01 
-6.151024e-02 -2.208796e-01 -4.080363e-01 -2.975965e-01 -1.025525e-01 
-6.219866e-02 -2.172075e-01 -4.011396e-01 -2.925359e-01 -1.013314e-01 
-6.290841e-02 -2.134525e-01 -3.940671e-01 -2.873409e-01 -1.000689e-01 
-6.363921e-02 -2.096171e-01 -3.868225e-01 -2.820139e-01 -9.876488e-02 
-6.439074e-02 -2.057041e-01 -3.794095e-01 -2.765574e-01 -9.741929e-02 
-6.516264e-02 -2.017159e-01 -3.718318e-01 -2.709738e-01 -9.603207e-02 
-6.595452e-02 -1.976554e-01 -3.640933e-01 -2.652656e-01 -9.460319e-02 
-6.676597e-02 -1.935250e-01 -3.561978e-01 -2.594353e-01 -9.313263e-02 
-6.759651e-02 -1.893274e-01 -3.481494e-01 -2.534857e-01 -9.162042e-02 
-6.844565e-02 -1.850653e-01 -3.399520e-01 -2.474193e-01 -9.006659e-02 
-6.931287e-02 -1.807411e-01 -3.316095e-01 -2.412390e-01 -8.847122e-02 
-7.019759e-02 -1.763575e-01 -3.231261e-01 -2.349473e-01 -8.683441e-02 
-7.109923e-02 -1.719170e-01 -3.145058e-01 -2.285473e-01 -8.515627e-02 
-7.201716e-02 -1.674220e-01 -3.057526e-01 -2.220416e-01 -8.343696e-02 
-7.295071e-02 -1.628751e-01 -2.968708e-01 -2.154333e-01 -8.167669e-02 
-7.389922e-02 -1.582785e-01 -2.878645e-01 -2.087252e-01 -7.987566e-02 
-7.486196e-02 -1.536348e-01 -2.787378e-01 -2.019203e-01 -7.803415e-02 
-7.583819e-02 -1.489463e-01 -2.694948e-01 -1.950217e-01 -7.615243e-02 
-7.682717e-02 -1.442151e-01 -2.601399e-01 -1.880323e-01 -7.423084e-02 
-7.782812e-02 -1.394436e-01 -2.506771e-01 -1.809553e-01 -7.226975e-02 
-7.884023e-02 -1.346340e-01 -2.411108e-01 -1.737938e-01 -7.026956e-02 
-7.986271e-02 -1.297882e-01 -2.314450e-01 -1.665509e-01 -6.823071e-02 
-8.089471e-02 -1.249085e-01 -2.216840e-01 -1.592297e-01 -6.615368e-02 
-8.193542e-02 -1.199969e-01 -2.118321e-01 -1.518336e-01 -6.403900e-02 
-8.298400e-02 -1.150552e-01 -2.018934e-01 -1.443658e-01 -6.188722e-02 
-8.403958e-02 -1.100854e-01 -1.918721e-01 -1.368294e-01 -5.969895e-02 
-8.510134e-02 -1.050893e-01 -1.817724e-01 -1.292278e-01 -5.747483e-02 
-8.616843e-02 -1.000687e-01 -1.715986e-01 -1.215643e-01 -5.521554e-02 
-8.724000e-02 -9.502531e-02 -1.613549e-01 -1.138422e-01 -5.292180e-02 
-8.831522e-02 -8.996085e-02 -1.510454e-01 -1.060650e-01 -5.059439e-02 
-8.939328e-02 -8.487689e-02 -1.406743e-01 -9.823581e-02 -4.823410e-02 
-9.047335e-02 -7.977502e-02 -1.302457e-01 -9.035821e-02 -4.584179e-02 
-9.155465e-02 -7.465674e-02 -1.197639e-01 -8.243554e-02 -4.341833e-02 
-9.263639e-02 -6.952351e-02 -1.092330e-01 -7.447125e-02 -4.096467e-02 
-9.371782e-02 -6.437677e-02 -9.865713e-02 -6.646875e-02 -3.848176e-02 
-9.479821e-02 -5.921789e-02 -8.804044e-02 -5.843150e-02 -3.597063e-02 
-9.587685e-02 -5.404820e-02 -7.738705e-02 -5.036295e-02 -3.343230e-02 
-9.695305e-02 -4.886901e-02 -6.670108e-02 -4.226658e-02 -3.086787e-02 
-9.802616e-02 -4.368158e-02 -5.598665e-02 -3.414586e-02 -2.827845e-02 
-9.909556e-02 -3.848716e-02 -4.524787e-02 -2.600429e-02 -2.566522e-02 
-1.001607e-01 -3.328695e-02 -3.448882e-02 -1.784534e-02 -2.302936e-02 
-1.012209e-01 -2.808216e-02 -2.371361e-02 -9.672529e-03 -2.037210e-02 
-1.022758e-01 -2.287394e-02 -1.292632e-02 -1.489347e-03 -1.769470e-02 
-1.033247e-01 -1.766347e-02 -2.131038e-03 6.700698e-03 -1.499847e-02 
-1.043674e-01 -1.245190e-02 8.668152e-03 1.489410e-02 -1.228473e-02 
-1.054033e-01 -7.240363e-03 1.946717e-02 2.308735e-02 -9.554838e-03 
-1.064321e-01 -2.030020e-03 3.026194e-02 3.127695e-02 -6.810181e-03 
-1.074534e-01 3.177984e-03 4.104838e-02 3.945939e-02 -4.052175e-03 
-1.084670e-01 8.382487e-03 5.182241e-02 4.763116e-02 -1.282262e-03 
-1.094725e-01 1.358232e-02 6.257995e-02 5.578879e-02 1.498092e-03 
-1.104697e-01 1.877629e-02 7.331690e-02 6.392876e-02 4.287397e-03 
-1.114584e-01 2.396319e-02 8.402920e-02 7.204760e-02 7.084141e-03 
-1.124384e-01 2.914178e-02 9.471273e-02 8.014184e-02 9.886793e-03 
-1.134095e-01 3.431080e-02 1.053634e-01 8.820800e-02 1.269380e-02 
-1.143718e-01 3.946895e-02 1.159771e-01 9.624263e-02 1.550360e-02 
-1.153250e-01 4.461491e-02 1.265497e-01 1.042423e-01 1.831460e-02 
-1.162691e-01 4.974728e-02 1.370772e-01 1.122035e-01 2.112521e-02 
-1.172041e-01 5.486467e-02 1.475553e-01 1.201229e-01 2.393382e-02 
-1.181298e-01 5.996561e-02 1.579799e-01 1.279971e-01 2.673881e-02 
-1.190464e-01 6.504859e-02 1.683469e-01 1.358226e-01 2.953855e-02 
-1.199539e-01 7.011205e-02 1.786522e-01 1.435962e-01 3.233141e-02 
-1.208522e-01 7.515438e-02 1.888916e-01 1.513144e-01 3.511575e-02 
-1.217414e-01 8.017393e-02 1.990609e-01 1.589739e-01 3.788991e-02 
-1.226215e-01 8.516895e-02 2.091560e-01 1.665715e-01 4.065227e-02 
-1.234925e-01 9.013769e-02 2.191726e-01 1.741038e-01 4.340117e-02 
-1.243546e-01 9.507830e-02 2.291066e-01 1.815675e-01 4.613497e-02 
-1.252078e-01 9.998890e-02 2.389539e-01 1.889594e-01 4.885202e-02 
-1.260520e-01 1.048675e-01 2.487101e-01 1.962763e-01 5.155070e-02 
-1.268873e-01 1.097122e-01 2.583712e-01 2.035151e-01 5.422938e-02 
-1.277139e-01 1.145208e-01 2.679329e-01 2.106725e-01 5.688643e-02 
-1.285315e-01 1.192913e-01 2.773910e-01 2.177454e-01 5.952024e-02 
-1.293404e-01 1.240215e-01 2.867415e-01 2.247307e-01 6.212922e-02 
-1.301404e-01 1.287091e-01 2.959800e-01 2.316254e-01 6.471178e-02 
-1.309315e-01 1.333519e-01 3.051024e-01 2.384265e-01 6.726635e-02 
-1.317137e-01 1.379475e-01 3.141046e-01 2.451308e-01 6.979136e-02 
-1.324869e-01 1.424937e-01 3.229824e-01 2.517356e-01 7.228529e-02 
-1.332509e-01 1.469879e-01 3.317317e-01 2.582378e-01 7.474661e-02 
-1.340058e-01 1.514277e-01 3.403484e-01 2.646345e-01 7.717382e-02 
-1.347512e-01 1.558106e-01 3.488283e-01 2.709230e-01 7.956544e-02 
-1.354871e-01 1.601341e-01 3.571675e-01 2.771004e-01 8.192001e-02 
-1.362132e-01 1.643957e-01 3.653619e-01 2.831640e-01 8.423611e-02 
-1.369294e-01 1.685927e-01 3.734075e-01 2.891111e-01 8.651232e-02 
-1.376353e-01 1.727226e-01 3.813003e-01 2.949390e-01 8.874725e-02 
-1.383307e-01 1.767828e-01 3.890364e-01 3.006450e-01 9.093956e-02 
-1.390152e-01 1.807705e-01 3.966119e-01 3.062267e-01 9.308792e-02 
-1.396886e-01 1.846832e-01 4.040231e-01 3.116814e-01 9.519101e-02 
-1.403504e-01 1.885183e-01 4.112660e-01 3.170068e-01 9.724758e-02 
-1.410003e-01 1.922731e-01 4.183370e-01 3.222004e-01 9.925638e-02 
-1.416378e-01 1.959450e-01 4.252324e-01 3.272599e-01 1.012162e-01 
-1.422625e-01 1.995313e-01 4.319486e-01 3.321829e-01 1.031259e-01 
-1.428740e-01 2.030295e-01 4.384820e-01 3.369673e-01 1.049842e-01 
-1.434717e-01 2.064370e-01 4.448293e-01 3.416108e-01 1.067902e-01 
-1.440552e-01 2.097512e-01 4.509869e-01 3.461113e-01 1.085427e-01 
-1.446240e-01 2.129696e-01 4.569515e-01 3.504667e-01 1.102406e-01 
-1.451774e-01 2.160898e-01 4.627200e-01 3.546751e-01 1.118830e-01 
-1.457151e-01 2.191094e-01 4.682891e-01 3.587344e-01 1.134689e-01 
