0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.963775e-03 -7.850400e-04 -3.925200e-04 0.000000e+00 0.000000e+00 -8.472965e-03 -4.601496e-04 1.259335e-03 1.489410e-03 -1.228473e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.915893e-03 -9.046957e-04 -5.236632e-04 -7.131534e-05 0.000000e+00 -8.416581e-03 -8.616515e-04 3.850636e-04 8.158893e-04 -1.455295e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -2.852613e-04 -2.852613e-04 0.000000e+00 0.000000e+00 0.000000e+00 -4.243024e-04 -4.243024e-04 -4.243024e-04 
0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.867943e-03 -1.024283e-03 -6.547410e-04 -1.425994e-04 0.000000e+00 -8.359633e-03 -1.263111e-03 -4.889152e-04 1.426404e-04 -1.680386e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -5.703976e-04 -5.703976e-04 0.000000e+00 0.000000e+00 0.000000e+00 -8.484187e-04 -8.484187e-04 -8.484187e-04 
0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.819938e-03 -1.143767e-03 -7.857046e-04 -2.138209e-04 0.000000e+00 -8.302152e-03 -1.664448e-03 -1.362274e-03 -5.300501e-04 -1.903633e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -8.552836e-04 -8.552836e-04 0.000000e+00 0.000000e+00 0.000000e+00 -1.272163e-03 -1.272163e-03 -1.272163e-03 
0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.771895e-03 -1.263113e-03 -9.165053e-04 -2.849486e-04 0.000000e+00 -8.244171e-03 -2.065582e-03 -2.234687e-03 -1.201896e-03 -2.124924e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.139794e-03 -1.139794e-03 0.000000e+00 0.000000e+00 0.000000e+00 -1.695349e-03 -1.695349e-03 -1.695349e-03 
0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.723829e-03 -1.382286e-03 -1.047095e-03 -3.559514e-04 0.000000e+00 -8.185728e-03 -2.466429e-03 -3.105824e-03 -1.872610e-03 -2.344154e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.423805e-03 -1.423805e-03 0.000000e+00 0.000000e+00 0.000000e+00 -2.117791e-03 -2.117791e-03 -2.117791e-03 
0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.675755e-03 -1.501252e-03 -1.177424e-03 -4.267979e-04 0.000000e+00 -8.126861e-03 -2.866907e-03 -3.975360e-03 -2.541906e-03 -2.561218e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.707192e-03 -1.707192e-03 0.000000e+00 0.000000e+00 0.000000e+00 -2.539305e-03 -2.539305e-03 -2.539305e-03 
0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.627692e-03 -1.619974e-03 -1.307444e-03 -4.974573e-04 0.000000e+00 -8.067613e-03 -3.266927e-03 -4.842963e-03 -3.209500e-03 -2.776018e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.989829e-03 -1.989829e-03 0.000000e+00 0.000000e+00 0.000000e+00 -2.959705e-03 -2.959705e-03 -2.959705e-03 
0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.579656e-03 -1.738418e-03 -1.437107e-03 -5.678985e-04 0.000000e+00 -8.008029e-03 -3.666402e-03 -5.708306e-03 -3.875105e-03 -2.988455e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -2.271594e-03 -2.271594e-03 0.000000e+00 0.000000e+00 0.000000e+00 -3.378806e-03 -3.378806e-03 -3.378806e-03 
0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.531664e-03 -1.856548e-03 -1.566364e-03 -6.380906e-04 0.000000e+00 -7.948157e-03 -4.065241e-03 -6.571057e-03 -4.538436e-03 -3.198438e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -2.552362e-03 -2.552362e-03 0.000000e+00 0.000000e+00 0.000000e+00 -3.796426e-03 -3.796426e-03 -3.796426e-03 
