0.000000e+00 0.000000e+00 
5.151780e+00 1.301194e+00 
1.030130e+01 2.601818e+00 
1.544630e+01 3.901300e+00 
2.058453e+01 5.199069e+00 
2.571372e+01 6.494551e+00 
3.083163e+01 7.787163e+00 
3.593602e+01 9.076308e+00 
4.102461e+01 1.036136e+01 
4.609518e+01 1.164167e+01 
5.114547e+01 1.291649e+01 
5.617321e+01 1.418501e+01 
6.117614e+01 1.544631e+01 
6.615196e+01 1.669929e+01 
7.109838e+01 1.794264e+01 
7.601303e+01 1.917483e+01 
8.089354e+01 2.039396e+01 
8.573746e+01 2.159779e+01 
9.054228e+01 2.278358e+01 
9.530541e+01 2.394806e+01 
1.000242e+02 2.508729e+01 
1.046957e+02 2.619662e+01 
1.093171e+02 2.727051e+01 
1.138853e+02 2.830245e+01 
1.183968e+02 2.928483e+01 
1.228483e+02 3.020882e+01 
1.272358e+02 3.106421e+01 
1.315553e+02 3.183927e+01 
1.358022e+02 3.252063e+01 
1.399718e+02 3.309310e+01 
1.440585e+02 3.353956e+01 
1.480565e+02 3.384079e+01 
1.519591e+02 3.397533e+01 
1.557589e+02 3.391937e+01 
1.594475e+02 3.364661e+01 
1.630156e+02 3.312819e+01 
1.664523e+02 3.233257e+01 
1.697454e+02 3.122548e+01 
1.728810e+02 2.976992e+01 
1.758429e+02 2.792612e+01 
1.786127e+02 2.565164e+01 
1.811689e+02 2.290145e+01 
1.834871e+02 1.962815e+01 
1.855388e+02 1.578218e+01 
1.872916e+02 1.131214e+01 
1.887078e+02 6.165302e+00 
1.897449e+02 2.880768e-01 
1.903540e+02 -6.373243e+00 
1.904799e+02 -1.387163e+01 
1.900606e+02 -2.225823e+01 
1.890270e+02 -3.158112e+01 
1.873029e+02 -4.188380e+01 
1.848052e+02 -5.320335e+01 
1.814451e+02 -6.556813e+01 
1.771294e+02 -7.899517e+01 
1.717627e+02 -9.348706e+01 
1.652510e+02 -1.090283e+02 
1.575068e+02 -1.255808e+02 
1.484549e+02 -1.430790e+02 
1.380420e+02 -1.614231e+02 
1.262475e+02 -1.804723e+02 
1.130960e+02 -2.000372e+02 
9.867433e+01 -2.198707e+02 
8.314940e+01 -2.396590e+02 
6.679035e+01 -2.590100e+02 
4.999150e+01 -2.774432e+02 
3.329198e+01 -2.943825e+02 
1.739350e+01 -3.091514e+02 
3.173405e+00 -3.209699e+02 
-8.316790e+00 -3.289625e+02 
-1.586938e+01 -3.321745e+02 
-1.816524e+01 -3.296055e+02 
-1.384665e+01 -3.202582e+02 
-1.619802e+00 -3.032019e+02 
1.960486e+01 -2.776607e+02 
5.055597e+01 -2.431072e+02 
9.143879e+01 -1.993601e+02 
1.417899e+02 -1.466729e+02 
2.003831e+02 -8.579483e+01 
2.652168e+02 -1.798551e+01 
3.335980e+02 5.502097e+01 
4.023302e+02 1.311098e+02 
4.679862e+02 2.079257e+02 
5.272283e+02 2.830393e+02 
5.771267e+02 3.541166e+02 
6.154254e+02 4.190604e+02 
6.407214e+02 4.761137e+02 
6.525325e+02 5.239054e+02 
6.512570e+02 5.614439e+02 
6.380561e+02 5.880819e+02 
6.146698e+02 6.034472e+02 
5.832071e+02 6.073693e+02 
5.459382e+02 5.998149e+02 
5.051047e+02 5.808385e+02 
4.627506e+02 5.505461e+02 
4.205945e+02 5.090856e+02 
3.799274e+02 4.566500e+02 
3.415387e+02 3.934902e+02 
3.056731e+02 3.199415e+02 
2.720093e+02 2.364517e+02 
2.396663e+02 1.436118e+02 
2.072338e+02 4.218480e+01 
1.728375e+02 -6.686397e+01 
1.342456e+02 -1.823340e+02 
8.902570e+01 -3.027503e+02 
3.476830e+01 -4.263109e+02 
-3.060926e+01 -5.508126e+02 
-1.084585e+02 -6.735422e+02 
-1.988820e+02 -7.911230e+02 
