0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.000000e-02 5.907551e-13 -1.378141e-07 0.000000e+00 -1.439073e-06 0.000000e+00 0.000000e+00 3.523571e-10 -4.134363e-05 0.000000e+00 -4.317157e-04 0.000000e+00 0.000000e+00 
2.000000e-02 3.434339e-10 -1.102368e-06 0.000000e+00 -1.151107e-05 0.000000e+00 0.000000e+00 2.045258e-08 -1.653564e-04 0.000000e+00 -1.726673e-03 0.000000e+00 0.000000e+00 
3.000000e-02 7.228929e-10 -3.720274e-06 0.000000e+00 -3.884759e-05 0.000000e+00 0.000000e+00 9.371650e-08 -3.719838e-04 0.000000e+00 -3.884305e-03 0.000000e+00 0.000000e+00 
4.000000e-02 2.273661e-09 -8.817257e-06 0.000000e+00 -9.207096e-05 0.000000e+00 0.000000e+00 3.561464e-07 -6.611355e-04 0.000000e+00 -6.903664e-03 0.000000e+00 0.000000e+00 
5.000000e-02 8.927405e-09 -1.721777e-05 0.000000e+00 -1.797902e-04 0.000000e+00 0.000000e+00 1.092108e-06 -1.032684e-03 0.000000e+00 -1.078343e-02 0.000000e+00 0.000000e+00 
6.000000e-02 2.741276e-08 -2.974500e-05 0.000000e+00 -3.106013e-04 0.000000e+00 0.000000e+00 2.734328e-06 -1.486466e-03 0.000000e+00 -1.552188e-02 0.000000e+00 0.000000e+00 
7.000000e-02 6.942679e-08 -4.722041e-05 0.000000e+00 -4.930821e-04 0.000000e+00 0.000000e+00 5.911007e-06 -2.022281e-03 0.000000e+00 -2.111695e-02 0.000000e+00 0.000000e+00 
8.000000e-02 1.537641e-07 -7.046325e-05 0.000000e+00 -7.357873e-04 0.000000e+00 0.000000e+00 1.150674e-05 -2.639891e-03 0.000000e+00 -2.756617e-02 0.000000e+00 0.000000e+00 
9.000000e-02 3.106408e-07 -1.002901e-04 0.000000e+00 -1.047244e-03 0.000000e+00 0.000000e+00 2.070517e-05 -3.339018e-03 0.000000e+00 -3.486667e-02 0.000000e+00 0.000000e+00 
1.000000e-01 5.845979e-07 -1.375143e-04 0.000000e+00 -1.435948e-03 0.000000e+00 0.000000e+00 3.502999e-05 -4.119343e-03 0.000000e+00 -4.301519e-02 0.000000e+00 0.000000e+00 
