0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
0.000000e+00 2.210968e-05 -2.210969e-05 -8.861812e-12 
0.000000e+00 3.536774e-04 -3.529016e-04 7.758262e-07 
0.000000e+00 1.789837e-03 -1.789195e-03 6.421950e-07 
0.000000e+00 5.653875e-03 -5.654457e-03 -5.815350e-07 
0.000000e+00 1.379433e-02 -1.379520e-02 -8.689882e-07 
0.000000e+00 2.858093e-02 -2.858096e-02 -2.839958e-08 
0.000000e+00 5.289947e-02 -5.289824e-02 1.234695e-06 
0.000000e+00 9.014538e-02 -9.014470e-02 6.844575e-07 
0.000000e+00 1.442165e-01 -1.442175e-01 -1.018960e-06 
0.000000e+00 2.195047e-01 -2.195052e-01 -5.458195e-07 
0.000000e+00 3.208865e-01 -3.208846e-01 1.924671e-06 
0.000000e+00 4.537133e-01 -4.537056e-01 7.713309e-06 
0.000000e+00 6.238000e-01 -6.237945e-01 5.533585e-06 
0.000000e+00 8.374150e-01 -8.374169e-01 -1.945036e-06 
0.000000e+00 1.101267e+00 -1.101273e+00 -5.650725e-06 
0.000000e+00 1.422497e+00 -1.422499e+00 -2.180187e-06 
0.000000e+00 1.808663e+00 -1.808665e+00 -1.761729e-06 
0.000000e+00 2.267736e+00 -2.267747e+00 -1.140569e-05 
0.000000e+00 2.808087e+00 -2.808103e+00 -1.634174e-05 
0.000000e+00 3.438484e+00 -3.438491e+00 -7.470641e-06 
0.000000e+00 4.168088e+00 -4.168075e+00 1.265745e-05 
0.000000e+00 5.006456e+00 -5.006421e+00 3.521956e-05 
0.000000e+00 5.963539e+00 -5.963501e+00 3.819027e-05 
0.000000e+00 7.049712e+00 -7.049692e+00 2.024313e-05 
0.000000e+00 8.275779e+00 -8.275774e+00 4.882843e-06 
0.000000e+00 9.652972e+00 -9.653086e+00 -1.140817e-04 
0.000000e+00 1.119305e+01 -1.119336e+01 -3.137257e-04 
0.000000e+00 1.290829e+01 -1.290863e+01 -3.362912e-04 
0.000000e+00 1.481157e+01 -1.481173e+01 -1.629490e-04 
0.000000e+00 1.691642e+01 -1.691631e+01 1.121584e-04 
0.000000e+00 1.923716e+01 -1.923682e+01 3.422197e-04 
0.000000e+00 2.178890e+01 -2.178856e+01 3.359022e-04 
0.000000e+00 2.458774e+01 -2.458760e+01 1.378981e-04 
0.000000e+00 2.765087e+01 -2.765087e+01 -2.375050e-06 
0.000000e+00 3.099671e+01 -3.099705e+01 -3.411943e-04 
0.000000e+00 3.464509e+01 -3.464569e+01 -5.981075e-04 
0.000000e+00 3.861737e+01 -3.861787e+01 -4.966571e-04 
0.000000e+00 4.293669e+01 -4.293680e+01 -1.101615e-04 
0.000000e+00 4.762809e+01 -4.762778e+01 3.111363e-04 
0.000000e+00 5.271873e+01 -5.271826e+01 4.650631e-04 
0.000000e+00 5.823807e+01 -5.823777e+01 3.015096e-04 
0.000000e+00 6.421802e+01 -6.421799e+01 2.812609e-05 
0.000000e+00 7.069309e+01 -7.069296e+01 1.299737e-04 
0.000000e+00 7.770048e+01 -7.770022e+01 2.625594e-04 
0.000000e+00 8.528019e+01 -8.528001e+01 1.769251e-04 
0.000000e+00 9.347480e+01 -9.347493e+01 -1.253246e-04 
0.000000e+00 1.023297e+02 -1.023300e+02 -3.259355e-04 
0.000000e+00 1.118924e+02 -1.118927e+02 -2.948525e-04 
0.000000e+00 1.222128e+02 -1.222128e+02 -1.177096e-05 
0.000000e+00 1.333421e+02 -1.333414e+02 6.609704e-04 
0.000000e+00 1.453323e+02 -1.453310e+02 1.268505e-03 
0.000000e+00 1.582355e+02 -1.582349e+02 6.094549e-04 
0.000000e+00 1.721028e+02 -1.721034e+02 -6.269674e-04 
0.000000e+00 1.869826e+02 -1.869837e+02 -1.113558e-03 
0.000000e+00 2.029195e+02 -2.029198e+02 -3.396708e-04 
0.000000e+00 2.199525e+02 -2.199522e+02 2.518706e-04 
0.000000e+00 2.381126e+02 -2.381118e+02 7.626318e-04 
0.000000e+00 2.574215e+02 -2.574211e+02 4.299634e-04 
0.000000e+00 2.778890e+02 -2.778894e+02 -3.974738e-04 
0.000000e+00 2.995110e+02 -2.995115e+02 -4.833687e-04 
0.000000e+00 3.222679e+02 -3.222679e+02 3.747461e-05 
0.000000e+00 3.461229e+02 -3.461234e+02 -5.210347e-04 
0.000000e+00 3.710214e+02 -3.710218e+02 -4.314845e-04 
0.000000e+00 3.968911e+02 -3.968906e+02 4.827233e-04 
0.000000e+00 4.236430e+02 -4.236422e+02 7.799825e-04 
0.000000e+00 4.511745e+02 -4.511744e+02 8.603973e-05 
0.000000e+00 4.793727e+02 -4.793742e+02 -1.467582e-03 
0.000000e+00 5.081216e+02 -5.081231e+02 -1.529699e-03 
0.000000e+00 5.373076e+02 -5.373068e+02 7.709810e-04 
0.000000e+00 5.668296e+02 -5.668282e+02 1.416703e-03 
0.000000e+00 5.966070e+02 -5.966069e+02 8.413614e-05 
0.000000e+00 6.265874e+02 -6.265866e+02 7.510352e-04 
0.000000e+00 6.567512e+02 -6.567517e+02 -5.371897e-04 
0.000000e+00 6.871167e+02 -6.871172e+02 -5.245595e-04 
0.000000e+00 7.177266e+02 -7.177259e+02 6.898835e-04 
0.000000e+00 7.486417e+02 -7.486403e+02 1.403700e-03 
0.000000e+00 7.799220e+02 -7.799214e+02 6.469922e-04 
0.000000e+00 8.115869e+02 -8.115878e+02 -8.586161e-04 
0.000000e+00 8.435929e+02 -8.435925e+02 4.030455e-04 
0.000000e+00 8.757961e+02 -8.757952e+02 9.177627e-04 
0.000000e+00 9.079216e+02 -9.079219e+02 -2.528730e-04 
0.000000e+00 9.395551e+02 -9.395559e+02 -7.993249e-04 
0.000000e+00 9.701361e+02 -9.701372e+02 -1.132151e-03 
0.000000e+00 9.989837e+02 -9.989825e+02 1.247590e-03 
0.000000e+00 1.025333e+03 -1.025334e+03 -6.956721e-04 
0.000000e+00 1.048402e+03 -1.048404e+03 -2.028792e-03 
0.000000e+00 1.067451e+03 -1.067449e+03 1.688816e-03 
0.000000e+00 1.081864e+03 -1.081863e+03 8.334460e-04 
0.000000e+00 1.091218e+03 -1.091220e+03 -2.153964e-03 
0.000000e+00 1.095348e+03 -1.095350e+03 -2.095065e-03 
0.000000e+00 1.094397e+03 -1.094396e+03 7.107398e-04 
0.000000e+00 1.088841e+03 -1.088842e+03 -8.128653e-04 
0.000000e+00 1.079515e+03 -1.079508e+03 6.861427e-03 
0.000000e+00 1.067587e+03 -1.067583e+03 3.887170e-03 
0.000000e+00 1.054544e+03 -1.054551e+03 -7.041621e-03 
0.000000e+00 1.042136e+03 -1.042140e+03 -3.630812e-03 
0.000000e+00 1.032306e+03 -1.032298e+03 7.921950e-03 
0.000000e+00 1.027111e+03 -1.027089e+03 2.160480e-02 
0.000000e+00 1.028612e+03 -1.028614e+03 -1.880475e-03 
0.000000e+00 1.038769e+03 -1.038788e+03 -1.922768e-02 
0.000000e+00 1.059316e+03 -1.059317e+03 -1.434822e-03 
0.000000e+00 1.091634e+03 -1.091631e+03 2.514939e-03 
0.000000e+00 1.136631e+03 -1.136631e+03 1.942233e-04 
0.000000e+00 1.194629e+03 -1.194632e+03 -2.933966e-03 
0.000000e+00 1.265274e+03 -1.265276e+03 -1.873591e-03 
0.000000e+00 1.347466e+03 -1.347469e+03 -2.634662e-03 
0.000000e+00 1.439354e+03 -1.439351e+03 3.254627e-03 
0.000000e+00 1.538362e+03 -1.538363e+03 -1.322157e-03 
0.000000e+00 1.641315e+03 -1.641322e+03 -7.345970e-03 
0.000000e+00 1.744625e+03 -1.744620e+03 5.398712e-03 
0.000000e+00 1.844598e+03 -1.844597e+03 1.141492e-03 
0.000000e+00 1.937784e+03 -1.937790e+03 -5.517364e-03 
0.000000e+00 2.021434e+03 -2.021430e+03 3.640229e-03 
0.000000e+00 2.093879e+03 -2.093877e+03 1.651455e-03 
0.000000e+00 2.154846e+03 -2.154847e+03 -8.712529e-04 
0.000000e+00 2.205489e+03 -2.205490e+03 -7.467306e-04 
0.000000e+00 2.248063e+03 -2.248063e+03 -1.055528e-04 
0.000000e+00 2.285223e+03 -2.285224e+03 -1.084845e-03 
0.000000e+00 2.319071e+03 -2.319069e+03 1.533225e-03 
0.000000e+00 2.350231e+03 -2.350232e+03 -6.405757e-04 
0.000000e+00 2.377358e+03 -2.377360e+03 -1.505891e-03 
0.000000e+00 2.397242e+03 -2.397240e+03 1.880707e-03 
0.000000e+00 2.405565e+03 -2.405566e+03 -9.435275e-04 
0.000000e+00 2.398042e+03 -2.398041e+03 1.411347e-03 
0.000000e+00 2.371542e+03 -2.371543e+03 -1.202052e-03 
0.000000e+00 2.324949e+03 -2.324948e+03 5.527113e-04 
0.000000e+00 2.259538e+03 -2.259537e+03 1.358576e-03 
0.000000e+00 2.178961e+03 -2.178960e+03 1.224078e-03 
0.000000e+00 2.088835e+03 -2.088810e+03 2.484566e-02 
0.000000e+00 1.996176e+03 -1.996170e+03 6.238621e-03 
0.000000e+00 1.908677e+03 -1.908696e+03 -1.942308e-02 
0.000000e+00 1.834023e+03 -1.834020e+03 3.480194e-03 
0.000000e+00 1.779190e+03 -1.779189e+03 1.186691e-03 
0.000000e+00 1.749882e+03 -1.749885e+03 -3.250991e-03 
0.000000e+00 1.750019e+03 -1.750018e+03 1.149532e-03 
0.000000e+00 1.781395e+03 -1.781395e+03 2.100037e-04 
0.000000e+00 1.843462e+03 -1.843461e+03 9.577474e-04 
0.000000e+00 1.933278e+03 -1.933287e+03 -9.419196e-03 
0.000000e+00 2.045652e+03 -2.045647e+03 4.648884e-03 
0.000000e+00 2.173489e+03 -2.173487e+03 2.194301e-03 
0.000000e+00 2.308333e+03 -2.308355e+03 -2.225820e-02 
0.000000e+00 2.441157e+03 -2.441146e+03 1.050481e-02 
0.000000e+00 2.563325e+03 -2.563322e+03 2.715015e-03 
0.000000e+00 2.667674e+03 -2.667675e+03 -1.449361e-03 
0.000000e+00 2.749561e+03 -2.749561e+03 -1.934645e-04 
0.000000e+00 2.807648e+03 -2.807646e+03 2.122846e-03 
0.000000e+00 2.844023e+03 -2.844024e+03 -7.712397e-04 
0.000000e+00 2.863492e+03 -2.863487e+03 5.497831e-03 
0.000000e+00 2.871927e+03 -2.871929e+03 -1.732461e-03 
0.000000e+00 2.874126e+03 -2.874125e+03 1.021110e-03 
0.000000e+00 2.871927e+03 -2.871929e+03 -1.789636e-03 
0.000000e+00 2.863492e+03 -2.863488e+03 4.324451e-03 
0.000000e+00 2.844023e+03 -2.844023e+03 -1.556705e-04 
0.000000e+00 2.807647e+03 -2.807646e+03 1.432169e-03 
0.000000e+00 2.749563e+03 -2.749562e+03 8.055486e-04 
0.000000e+00 2.667672e+03 -2.667671e+03 1.112527e-03 
0.000000e+00 2.563323e+03 -2.563324e+03 -1.054113e-03 
0.000000e+00 2.441155e+03 -2.441157e+03 -2.498371e-03 
0.000000e+00 2.308331e+03 -2.308319e+03 1.163575e-02 
0.000000e+00 2.173487e+03 -2.173498e+03 -1.086686e-02 
0.000000e+00 2.045655e+03 -2.045650e+03 5.175299e-03 
0.000000e+00 1.933276e+03 -1.933271e+03 5.036442e-03 
0.000000e+00 1.843461e+03 -1.843465e+03 -4.155186e-03 
0.000000e+00 1.781395e+03 -1.781395e+03 -3.983280e-04 
0.000000e+00 1.750019e+03 -1.750020e+03 -7.212716e-04 
0.000000e+00 1.749881e+03 -1.749876e+03 4.867240e-03 
0.000000e+00 1.779191e+03 -1.779191e+03 1.479567e-04 
0.000000e+00 1.834021e+03 -1.834028e+03 -7.122482e-03 
0.000000e+00 1.908678e+03 -1.908668e+03 1.027128e-02 
0.000000e+00 1.996173e+03 -1.996175e+03 -2.321681e-03 
0.000000e+00 2.088831e+03 -2.088837e+03 -5.830689e-03 
0.000000e+00 2.178958e+03 -2.178952e+03 5.673798e-03 
0.000000e+00 2.259540e+03 -2.259543e+03 -2.939702e-03 
0.000000e+00 2.324950e+03 -2.324951e+03 -1.011737e-03 
0.000000e+00 2.371543e+03 -2.371539e+03 3.917844e-03 
0.000000e+00 2.398041e+03 -2.398037e+03 3.908287e-03 
0.000000e+00 2.405566e+03 -2.405565e+03 5.626585e-04 
0.000000e+00 2.397241e+03 -2.397239e+03 2.354390e-03 
0.000000e+00 2.377358e+03 -2.377357e+03 1.363546e-03 
0.000000e+00 2.350231e+03 -2.350230e+03 1.326668e-03 
0.000000e+00 2.319071e+03 -2.319068e+03 2.532124e-03 
0.000000e+00 2.285223e+03 -2.285223e+03 -3.833069e-05 
0.000000e+00 2.248063e+03 -2.248061e+03 1.761172e-03 
0.000000e+00 2.205489e+03 -2.205491e+03 -1.904927e-03 
