0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 3.803000e-01 -6.198000e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.901619e-12 2.626323e-11 0.000000e+00 3.427958e-10 0.000000e+00 0.000000e+00 3.803000e-01 -6.198000e-01 1.347334e-10 1.073043e-09 0.000000e+00 1.392718e-08 0.000000e+00 0.000000e+00 -2.509876e-08 -1.003420e-07 -3.138115e-14 
4.221673e-11 4.494255e-10 0.000000e+00 5.787937e-09 0.000000e+00 0.000000e+00 3.803000e-01 -6.198000e-01 2.794498e-10 9.433368e-09 0.000000e+00 1.195577e-07 0.000000e+00 0.000000e+00 -2.694561e-07 -6.763039e-07 -2.130021e-12 
2.858577e-11 2.452701e-09 0.000000e+00 3.094510e-08 0.000000e+00 0.000000e+00 3.802999e-01 -6.198002e-01 -6.670342e-10 3.408900e-08 0.000000e+00 4.267060e-07 0.000000e+00 0.000000e+00 -1.064156e-06 -2.062568e-06 -2.639897e-11 
-2.048224e-10 8.161963e-09 0.000000e+00 1.020231e-07 0.000000e+00 0.000000e+00 3.802997e-01 -6.198005e-01 -5.379017e-09 8.577989e-08 0.000000e+00 1.061969e-06 0.000000e+00 0.000000e+00 -2.877357e-06 -4.348543e-06 -1.549114e-10 
-1.225190e-09 2.087530e-08 0.000000e+00 2.587062e-07 0.000000e+00 0.000000e+00 3.802993e-01 -6.198011e-01 -1.576236e-08 1.756298e-07 0.000000e+00 2.159215e-06 0.000000e+00 0.000000e+00 -6.147359e-06 -7.823312e-06 -6.270513e-10 
-3.667864e-09 4.496833e-08 0.000000e+00 5.540169e-07 0.000000e+00 0.000000e+00 3.802984e-01 -6.198021e-01 -3.534253e-08 3.158511e-07 0.000000e+00 3.860853e-06 0.000000e+00 0.000000e+00 -1.143265e-05 -1.247829e-05 -1.966703e-09 
-8.651543e-09 8.610509e-08 0.000000e+00 1.055647e-06 0.000000e+00 0.000000e+00 3.802969e-01 -6.198036e-01 -6.609462e-08 5.180507e-07 0.000000e+00 6.306610e-06 0.000000e+00 0.000000e+00 -1.918985e-05 -1.861808e-05 -5.188244e-09 
-1.738855e-08 1.510525e-07 0.000000e+00 1.844864e-06 0.000000e+00 0.000000e+00 3.802945e-01 -6.198059e-01 -1.112588e-07 7.941645e-07 0.000000e+00 9.636317e-06 0.000000e+00 0.000000e+00 -2.995379e-05 -2.628079e-05 -1.200686e-08 
-3.144772e-08 2.477643e-07 0.000000e+00 3.016732e-06 0.000000e+00 0.000000e+00 3.802908e-01 -6.198089e-01 -1.731895e-07 1.155248e-06 0.000000e+00 1.398155e-05 0.000000e+00 0.000000e+00 -4.418501e-05 -3.564856e-05 -2.511324e-08 
-5.266359e-08 3.852803e-07 0.000000e+00 4.679127e-06 0.000000e+00 0.000000e+00 3.802855e-01 -6.198130e-01 -2.538907e-07 1.611485e-06 0.000000e+00 1.946402e-05 0.000000e+00 0.000000e+00 -6.229893e-05 -4.692621e-05 -4.843998e-08 
-8.295390e-08 5.735587e-07 0.000000e+00 6.951212e-06 0.000000e+00 0.000000e+00 3.802782e-01 -6.198184e-01 -3.561586e-07 2.172485e-06 0.000000e+00 2.619568e-05 0.000000e+00 0.000000e+00 -8.473647e-05 -6.010064e-05 -8.740090e-08 
-1.246283e-07 8.235202e-07 0.000000e+00 9.963011e-06 0.000000e+00 0.000000e+00 3.802684e-01 -6.198251e-01 -4.810225e-07 2.846008e-06 0.000000e+00 3.427083e-05 0.000000e+00 0.000000e+00 -1.117877e-04 -7.543978e-05 -1.491508e-07 
-1.800011e-07 1.146756e-06 0.000000e+00 1.385296e-05 0.000000e+00 0.000000e+00 3.802557e-01 -6.198335e-01 -6.304505e-07 3.639038e-06 0.000000e+00 4.377102e-05 0.000000e+00 0.000000e+00 -1.437700e-04 -9.294686e-05 -2.427216e-07 
-2.515684e-07 1.555488e-06 0.000000e+00 1.876684e-05 0.000000e+00 0.000000e+00 3.802395e-01 -6.198438e-01 -8.057203e-07 4.556992e-06 0.000000e+00 5.476021e-05 0.000000e+00 0.000000e+00 -1.809165e-04 -1.126791e-04 -3.791420e-07 
-3.420096e-07 2.062440e-06 0.000000e+00 2.485615e-05 0.000000e+00 0.000000e+00 3.802193e-01 -6.198562e-01 -1.007169e-06 5.603570e-06 0.000000e+00 6.728377e-05 0.000000e+00 0.000000e+00 -2.233581e-04 -1.347949e-04 -5.714762e-07 
-4.539359e-07 2.680594e-06 0.000000e+00 3.227584e-05 0.000000e+00 0.000000e+00 3.801947e-01 -6.198708e-01 -1.235870e-06 6.781502e-06 0.000000e+00 8.137248e-05 0.000000e+00 0.000000e+00 -2.712365e-04 -1.592210e-04 -8.347282e-07 
-5.900778e-07 3.423147e-06 0.000000e+00 4.118321e-05 0.000000e+00 0.000000e+00 3.801649e-01 -6.198881e-01 -1.491928e-06 8.091827e-06 0.000000e+00 9.703890e-05 0.000000e+00 0.000000e+00 -3.245905e-04 -1.859927e-04 -1.185727e-06 
-7.532095e-07 4.303356e-06 0.000000e+00 5.173608e-05 0.000000e+00 0.000000e+00 3.801296e-01 -6.199081e-01 -1.774859e-06 9.534128e-06 0.000000e+00 1.142791e-04 0.000000e+00 0.000000e+00 -3.833836e-04 -2.151830e-04 -1.642911e-06 
-9.459744e-07 5.334343e-06 0.000000e+00 6.409102e-05 0.000000e+00 0.000000e+00 3.800881e-01 -6.199312e-01 -2.084727e-06 1.110713e-05 0.000000e+00 1.330766e-04 0.000000e+00 0.000000e+00 -4.475835e-04 -2.466826e-04 -2.226023e-06 
-1.171020e-06 6.529050e-06 0.000000e+00 7.840228e-05 0.000000e+00 0.000000e+00 3.800399e-01 -6.199575e-01 -2.420912e-06 1.280828e-05 0.000000e+00 1.534009e-04 0.000000e+00 0.000000e+00 -5.170825e-04 -2.804524e-04 -2.955807e-06 
-1.430973e-06 7.900140e-06 0.000000e+00 9.482063e-05 0.000000e+00 0.000000e+00 3.799845e-01 -6.199874e-01 -2.782152e-06 1.463388e-05 0.000000e+00 1.752091e-04 0.000000e+00 0.000000e+00 -5.917045e-04 -3.165231e-04 -3.853679e-06 
-1.728285e-06 9.459846e-06 0.000000e+00 1.134919e-04 0.000000e+00 0.000000e+00 3.799214e-01 -6.200209e-01 -3.167650e-06 1.657972e-05 0.000000e+00 1.984505e-04 0.000000e+00 0.000000e+00 -6.712837e-04 -3.547850e-04 -4.941343e-06 
-2.065288e-06 1.121994e-05 0.000000e+00 1.345566e-04 0.000000e+00 0.000000e+00 3.798501e-01 -6.200584e-01 -3.576503e-06 1.864101e-05 0.000000e+00 2.230672e-04 0.000000e+00 0.000000e+00 -7.556312e-04 -3.951120e-04 -6.240479e-06 
-2.444278e-06 1.319170e-05 0.000000e+00 1.581490e-04 0.000000e+00 0.000000e+00 3.797701e-01 -6.201000e-01 -4.007007e-06 2.081220e-05 0.000000e+00 2.489943e-04 0.000000e+00 0.000000e+00 -8.444924e-04 -4.375084e-04 -7.772479e-06 
-2.867373e-06 1.538585e-05 0.000000e+00 1.843969e-04 0.000000e+00 0.000000e+00 3.796810e-01 -6.201460e-01 -4.457768e-06 2.308763e-05 0.000000e+00 2.761645e-04 0.000000e+00 0.000000e+00 -9.376266e-04 -4.818999e-04 -9.558182e-06 
-3.336499e-06 1.781253e-05 0.000000e+00 2.134212e-04 0.000000e+00 0.000000e+00 3.795824e-01 -6.201964e-01 -4.927758e-06 2.546171e-05 0.000000e+00 3.045103e-04 0.000000e+00 0.000000e+00 -1.034815e-03 -5.281310e-04 -1.161770e-05 
-3.853501e-06 2.048129e-05 0.000000e+00 2.453358e-04 0.000000e+00 0.000000e+00 3.794739e-01 -6.202516e-01 -5.415497e-06 2.792870e-05 0.000000e+00 3.339634e-04 0.000000e+00 0.000000e+00 -1.135812e-03 -5.761374e-04 -1.397034e-05 
-4.420112e-06 2.340116e-05 0.000000e+00 2.802485e-04 0.000000e+00 0.000000e+00 3.793551e-01 -6.203117e-01 -5.919343e-06 3.048294e-05 0.000000e+00 3.644574e-04 0.000000e+00 0.000000e+00 -1.240364e-03 -6.258964e-04 -1.663460e-05 
-5.037885e-06 2.658062e-05 0.000000e+00 3.182600e-04 0.000000e+00 0.000000e+00 3.792257e-01 -6.203769e-01 -6.438093e-06 3.311929e-05 0.000000e+00 3.959305e-04 0.000000e+00 0.000000e+00 -1.348257e-03 -6.773151e-04 -1.962817e-05 
-5.708220e-06 3.002761e-05 0.000000e+00 3.594654e-04 0.000000e+00 0.000000e+00 3.790854e-01 -6.204472e-01 -6.970850e-06 3.583310e-05 0.000000e+00 4.283265e-04 0.000000e+00 0.000000e+00 -1.459310e-03 -7.302628e-04 -2.296809e-05 
-6.432460e-06 3.374967e-05 0.000000e+00 4.039543e-04 0.000000e+00 0.000000e+00 3.789338e-01 -6.205230e-01 -7.516345e-06 3.862001e-05 0.000000e+00 4.615940e-04 0.000000e+00 0.000000e+00 -1.573331e-03 -7.847120e-04 -2.667093e-05 
-7.211852e-06 3.775392e-05 0.000000e+00 4.518117e-04 0.000000e+00 0.000000e+00 3.787706e-01 -6.206042e-01 -8.073393e-06 4.147625e-05 0.000000e+00 4.956883e-04 0.000000e+00 0.000000e+00 -1.690150e-03 -8.406495e-04 -3.075301e-05 
-8.047515e-06 4.204713e-05 0.000000e+00 5.031183e-04 0.000000e+00 0.000000e+00 3.785957e-01 -6.206912e-01 -8.641229e-06 4.439879e-05 0.000000e+00 5.305729e-04 0.000000e+00 0.000000e+00 -1.809643e-03 -8.980152e-04 -3.523067e-05 
-8.940467e-06 4.663582e-05 0.000000e+00 5.579517e-04 0.000000e+00 0.000000e+00 3.784086e-01 -6.207839e-01 -9.219409e-06 4.738532e-05 0.000000e+00 5.662195e-04 0.000000e+00 0.000000e+00 -1.931723e-03 -9.567210e-04 -4.012051e-05 
-9.891707e-06 5.152627e-05 0.000000e+00 6.163869e-04 0.000000e+00 0.000000e+00 3.782092e-01 -6.208825e-01 -9.807277e-06 5.043404e-05 0.000000e+00 6.026065e-04 0.000000e+00 0.000000e+00 -2.056312e-03 -1.016758e-03 -4.543974e-05 
-1.090220e-05 5.672465e-05 0.000000e+00 6.784972e-04 0.000000e+00 0.000000e+00 3.779973e-01 -6.209873e-01 -1.040419e-05 5.354375e-05 0.000000e+00 6.397198e-04 0.000000e+00 0.000000e+00 -2.183347e-03 -1.078149e-03 -5.120645e-05 
