0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 3.803000e-01 -6.198000e-01 2.441100e+00 1.706200e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.147188e-11 3.581616e-11 0.000000e+00 -2.557470e-10 0.000000e+00 0.000000e+00 3.803000e-01 -6.198000e-01 2.441100e+00 1.706200e+00 1.997972e-09 1.481713e-09 0.000000e+00 -1.013507e-08 0.000000e+00 0.000000e+00 8.461626e-08 -2.796396e-07 7.308678e-08 -1.847417e-08 -7.720542e-14 
7.453849e-10 6.418467e-10 0.000000e+00 -3.975246e-09 0.000000e+00 0.000000e+00 3.803000e-01 -6.198001e-01 2.441100e+00 1.706200e+00 1.388125e-08 1.361720e-08 0.000000e+00 -7.774217e-08 0.000000e+00 0.000000e+00 5.305247e-07 -1.825569e-06 5.956075e-07 -1.245987e-07 -4.457005e-12 
3.386012e-09 3.580381e-09 0.000000e+00 -1.948295e-08 0.000000e+00 0.000000e+00 3.803001e-01 -6.198004e-01 2.441100e+00 1.706200e+00 4.169629e-08 5.079102e-08 0.000000e+00 -2.539510e-07 0.000000e+00 0.000000e+00 1.430997e-06 -5.177432e-06 2.044037e-06 -3.476998e-07 -4.219913e-11 
9.738892e-09 1.220366e-08 0.000000e+00 -5.990640e-08 0.000000e+00 0.000000e+00 3.803003e-01 -6.198012e-01 2.441100e+00 1.706200e+00 8.931516e-08 1.300325e-07 0.000000e+00 -5.846551e-07 0.000000e+00 0.000000e+00 2.728440e-06 -1.050872e-05 4.912709e-06 -6.632228e-07 -2.251338e-10 
2.198369e-08 3.161605e-08 0.000000e+00 -1.428704e-07 0.000000e+00 0.000000e+00 3.803007e-01 -6.198026e-01 2.441101e+00 1.706200e+00 1.587993e-07 2.702460e-07 0.000000e+00 -1.108516e-06 0.000000e+00 0.000000e+00 4.243223e-06 -1.771313e-05 9.695787e-06 -1.003687e-06 -8.045462e-10 
4.234848e-08 6.891120e-08 0.000000e+00 -2.892724e-07 0.000000e+00 0.000000e+00 3.803012e-01 -6.198048e-01 2.441103e+00 1.706200e+00 2.530095e-07 4.905376e-07 0.000000e+00 -1.860381e-06 0.000000e+00 0.000000e+00 5.851440e-06 -2.693333e-05 1.688016e-05 -1.276572e-06 -2.347730e-09 
7.341539e-08 1.330690e-07 0.000000e+00 -5.232787e-07 0.000000e+00 0.000000e+00 3.803018e-01 -6.198080e-01 2.441105e+00 1.706200e+00 3.732043e-07 8.107070e-07 0.000000e+00 -2.864235e-06 0.000000e+00 0.000000e+00 7.325815e-06 -3.807769e-05 2.692251e-05 -1.371272e-06 -5.854130e-09 
1.178899e-07 2.350304e-07 0.000000e+00 -8.710277e-07 0.000000e+00 0.000000e+00 3.803026e-01 -6.198125e-01 2.441108e+00 1.706199e+00 5.205639e-07 1.250117e-06 0.000000e+00 -4.135334e-06 0.000000e+00 0.000000e+00 8.440180e-06 -5.112260e-05 4.024312e-05 -1.173606e-06 -1.297421e-08 
1.785174e-07 3.876649e-07 0.000000e+00 -1.359562e-06 0.000000e+00 0.000000e+00 3.803035e-01 -6.198183e-01 2.441113e+00 1.706199e+00 6.966128e-07 1.827085e-06 0.000000e+00 -5.680497e-06 0.000000e+00 0.000000e+00 9.000298e-06 -6.619168e-05 5.721827e-05 -5.760701e-07 -2.625517e-08 
2.581933e-07 6.056140e-07 0.000000e+00 -2.016136e-06 0.000000e+00 0.000000e+00 3.803044e-01 -6.198258e-01 2.441120e+00 1.706199e+00 9.021759e-07 2.558960e-06 0.000000e+00 -7.495822e-06 0.000000e+00 0.000000e+00 8.777240e-06 -8.334050e-05 7.817009e-05 5.181158e-07 -4.933577e-08 
3.599133e-07 9.051700e-07 0.000000e+00 -2.867211e-06 0.000000e+00 0.000000e+00 3.803052e-01 -6.198351e-01 2.441129e+00 1.706199e+00 1.137537e-06 3.461745e-06 0.000000e+00 -9.567521e-06 0.000000e+00 0.000000e+00 7.521825e-06 -1.025822e-04 1.033630e-04 2.190506e-06 -8.715539e-08 
4.866926e-07 1.304140e-06 0.000000e+00 -3.937452e-06 0.000000e+00 0.000000e+00 3.803059e-01 -6.198464e-01 2.441140e+00 1.706200e+00 1.402858e-06 4.549668e-06 0.000000e+00 -1.187375e-05 0.000000e+00 0.000000e+00 4.996730e-06 -1.239652e-04 1.330036e-04 4.504143e-06 -1.461544e-07 
6.415182e-07 1.821672e-06 0.000000e+00 -5.248902e-06 0.000000e+00 0.000000e+00 3.803062e-01 -6.198599e-01 2.441155e+00 1.706200e+00 1.698352e-06 5.834923e-06 0.000000e+00 -1.438625e-05 0.000000e+00 0.000000e+00 9.919058e-07 -1.476000e-04 1.672414e-04 7.502678e-06 -2.344407e-07 
8.273840e-07 2.478036e-06 0.000000e+00 -6.820491e-06 0.000000e+00 0.000000e+00 3.803060e-01 -6.198760e-01 2.441174e+00 1.706201e+00 2.023850e-06 7.327742e-06 0.000000e+00 -1.707099e-05 0.000000e+00 0.000000e+00 -4.700453e-06 -1.735661e-04 2.061697e-04 1.121247e-05 -3.618698e-07 
1.047265e-06 3.294417e-06 0.000000e+00 -8.667561e-06 0.000000e+00 0.000000e+00 3.803052e-01 -6.198947e-01 2.441197e+00 1.706203e+00 2.378871e-06 9.036297e-06 0.000000e+00 -1.989002e-05 0.000000e+00 0.000000e+00 -1.227854e-05 -2.019158e-04 2.498297e-04 1.564423e-05 -5.400880e-07 
1.304090e-06 4.292704e-06 0.000000e+00 -1.080158e-05 0.000000e+00 0.000000e+00 3.803035e-01 -6.199164e-01 2.441224e+00 1.706204e+00 2.762704e-06 1.096667e-05 0.000000e+00 -2.280340e-05 0.000000e+00 0.000000e+00 -2.192238e-05 -2.326839e-04 2.982156e-04 2.079511e-05 -7.825211e-07 
1.600718e-06 5.495288e-06 0.000000e+00 -1.323001e-05 0.000000e+00 0.000000e+00 3.803007e-01 -6.199414e-01 2.441257e+00 1.706207e+00 3.174531e-06 1.312283e-05 0.000000e+00 -2.577122e-05 0.000000e+00 0.000000e+00 -3.378488e-05 -2.659011e-04 3.512812e-04 2.665088e-05 -1.104311e-06 
1.939910e-06 6.924859e-06 0.000000e+00 -1.595639e-05 0.000000e+00 0.000000e+00 3.802967e-01 -6.199697e-01 2.441295e+00 1.706210e+00 3.613596e-06 1.550667e-05 0.000000e+00 -2.875563e-05 0.000000e+00 0.000000e+00 -4.797926e-05 -3.016199e-04 4.089470e-04 3.318808e-05 -1.522210e-06 
2.324341e-06 8.604205e-06 0.000000e+00 -1.898058e-05 0.000000e+00 0.000000e+00 3.802910e-01 -6.200018e-01 2.441338e+00 1.706214e+00 4.079087e-06 1.811820e-05 0.000000e+00 -3.172201e-05 0.000000e+00 0.000000e+00 -6.458768e-05 -3.398811e-04 4.711063e-04 4.037679e-05 -2.054409e-06 
