0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.000000e-01 1.471063e-09 7.987730e-09 0.000000e+00 4.792563e-08 0.000000e+00 0.000000e+00 4.413128e-08 2.396284e-07 0.000000e+00 1.437748e-06 0.000000e+00 0.000000e+00 
2.000000e-01 1.176724e-08 6.389360e-08 0.000000e+00 3.833533e-07 0.000000e+00 0.000000e+00 1.765076e-07 9.584092e-07 0.000000e+00 5.750354e-06 0.000000e+00 0.000000e+00 
3.000000e-01 3.971174e-08 2.156281e-07 0.000000e+00 1.293743e-06 0.000000e+00 0.000000e+00 3.970740e-07 2.156028e-06 0.000000e+00 1.293591e-05 0.000000e+00 0.000000e+00 
4.000000e-01 9.411971e-08 5.110506e-07 0.000000e+00 3.066242e-06 0.000000e+00 0.000000e+00 7.057468e-07 3.831965e-06 0.000000e+00 2.299123e-05 0.000000e+00 0.000000e+00 
5.000000e-01 1.837954e-07 9.979481e-07 0.000000e+00 5.987544e-06 0.000000e+00 0.000000e+00 1.102418e-06 5.985494e-06 0.000000e+00 3.591178e-05 0.000000e+00 0.000000e+00 
6.000000e-01 3.175320e-07 1.724035e-06 0.000000e+00 1.034389e-05 0.000000e+00 0.000000e+00 1.586955e-06 8.615686e-06 0.000000e+00 5.169174e-05 0.000000e+00 0.000000e+00 
7.000000e-01 5.041323e-07 2.736535e-06 0.000000e+00 1.641774e-05 0.000000e+00 0.000000e+00 2.159284e-06 1.172146e-05 0.000000e+00 7.032385e-05 0.000000e+00 0.000000e+00 
8.000000e-01 7.523624e-07 4.082883e-06 0.000000e+00 2.449340e-05 0.000000e+00 0.000000e+00 2.819253e-06 1.530150e-05 0.000000e+00 9.179959e-05 0.000000e+00 0.000000e+00 
9.000000e-01 1.070944e-06 5.810835e-06 0.000000e+00 3.485797e-05 0.000000e+00 0.000000e+00 3.566608e-06 1.935421e-05 0.000000e+00 1.161092e-04 0.000000e+00 0.000000e+00 
1.000000e+00 1.468585e-06 7.967845e-06 0.000000e+00 4.779649e-05 0.000000e+00 0.000000e+00 4.401113e-06 2.387785e-05 0.000000e+00 1.432416e-04 0.000000e+00 0.000000e+00 
1.100000e+00 1.953985e-06 1.060107e-05 0.000000e+00 6.359187e-05 0.000000e+00 0.000000e+00 5.322551e-06 2.887046e-05 0.000000e+00 1.731842e-04 0.000000e+00 0.000000e+00 
1.200000e+00 2.535827e-06 1.375735e-05 0.000000e+00 8.252493e-05 0.000000e+00 0.000000e+00 6.330726e-06 3.432994e-05 0.000000e+00 2.059231e-04 0.000000e+00 0.000000e+00 
1.300000e+00 3.222787e-06 1.748326e-05 0.000000e+00 1.048744e-04 0.000000e+00 0.000000e+00 7.425460e-06 4.025398e-05 0.000000e+00 2.414428e-04 0.000000e+00 0.000000e+00 
1.400000e+00 4.023525e-06 2.182503e-05 0.000000e+00 1.309170e-04 0.000000e+00 0.000000e+00 8.606593e-06 4.664010e-05 0.000000e+00 2.797266e-04 0.000000e+00 0.000000e+00 
1.500000e+00 4.946690e-06 2.682863e-05 0.000000e+00 1.609271e-04 0.000000e+00 0.000000e+00 9.873987e-06 5.348564e-05 0.000000e+00 3.207563e-04 0.000000e+00 0.000000e+00 
1.600000e+00 6.000921e-06 3.253970e-05 0.000000e+00 1.951773e-04 0.000000e+00 0.000000e+00 1.122752e-05 6.078778e-05 0.000000e+00 3.645124e-04 0.000000e+00 0.000000e+00 
1.700000e+00 7.194844e-06 3.900360e-05 0.000000e+00 2.339378e-04 0.000000e+00 0.000000e+00 1.266709e-05 6.854348e-05 0.000000e+00 4.109737e-04 0.000000e+00 0.000000e+00 
1.800000e+00 8.537071e-06 4.626537e-05 0.000000e+00 2.774770e-04 0.000000e+00 0.000000e+00 1.419262e-05 7.674956e-05 0.000000e+00 4.601179e-04 0.000000e+00 0.000000e+00 
