0.000000e+000 -4.004805e+000 1.484475e+001 4.712389e+000 -2.356194e+000 -3.309878e-016 0.000000e+000 2.613099e+000 -1.685870e+001 
4.712389e-002 -4.028210e+000 1.484391e+001 4.712389e+000 -2.322161e+000 -1.684034e-001 0.000000e+000 4.197384e+000 -1.680365e+001 
9.424778e-002 -4.051195e+000 1.484139e+001 4.712389e+000 -2.272230e+000 -3.357110e-001 0.000000e+000 5.786622e+000 -1.664007e+001 
1.413717e-001 -4.073602e+000 1.483720e+001 4.712389e+000 -2.206535e+000 -5.008582e-001 0.000000e+000 7.344126e+000 -1.637259e+001 
1.884956e-001 -4.095275e+000 1.483138e+001 4.712389e+000 -2.125572e+000 -6.628407e-001 0.000000e+000 8.834433e+000 -1.600855e+001 
2.356194e-001 -4.116065e+000 1.482396e+001 4.712389e+000 -2.030178e+000 -8.207392e-001 0.000000e+000 1.022527e+001 -1.555756e+001 
2.827433e-001 -4.135834e+000 1.481498e+001 4.712389e+000 -1.921491e+000 -9.737394e-001 0.000000e+000 1.148916e+001 -1.503087e+001 
3.298672e-001 -4.154455e+000 1.480450e+001 4.712389e+000 -1.800891e+000 -1.121145e+000 0.000000e+000 1.260461e+001 -1.444078e+001 
3.769911e-001 -4.171817e+000 1.479258e+001 4.712389e+000 -1.669943e+000 -1.262386e+000 0.000000e+000 1.355673e+001 -1.379995e+001 
4.241150e-001 -4.187825e+000 1.477928e+001 4.712389e+000 -1.530329e+000 -1.397017e+000 0.000000e+000 1.433728e+001 -1.312086e+001 
4.712389e-001 -4.202400e+000 1.476466e+001 4.712389e+000 -1.383777e+000 -1.524715e+000 0.000000e+000 1.494431e+001 -1.241534e+001 
5.183628e-001 -4.215483e+000 1.474881e+001 4.712389e+000 -1.232009e+000 -1.645272e+000 0.000000e+000 1.538144e+001 -1.169421e+001 
5.654867e-001 -4.227029e+000 1.473178e+001 4.712389e+000 -1.076688e+000 -1.758579e+000 0.000000e+000 1.565683e+001 -1.096699e+001 
6.126106e-001 -4.237010e+000 1.471366e+001 4.712389e+000 -9.193732e-001 -1.864619e+000 0.000000e+000 1.578217e+001 -1.024186e+001 
6.597345e-001 -4.245414e+000 1.469451e+001 4.712389e+000 -7.614978e-001 -1.963446e+000 0.000000e+000 1.577151e+001 -9.525542e+000 
7.068583e-001 -4.252243e+000 1.467441e+001 4.712389e+000 -6.043447e-001 -2.055177e+000 0.000000e+000 1.564035e+001 -8.823374e+000 
7.539822e-001 -4.257508e+000 1.465343e+001 4.712389e+000 -4.490390e-001 -2.139974e+000 0.000000e+000 1.540472e+001 -8.139405e+000 
8.011061e-001 -4.261233e+000 1.463164e+001 4.712389e+000 -2.965455e-001 -2.218035e+000 0.000000e+000 1.508050e+001 -7.476516e+000 
8.482300e-001 -4.263451e+000 1.460909e+001 4.712389e+000 -1.476735e-001 -2.289581e+000 0.000000e+000 1.468289e+001 -6.836566e+000 
8.953539e-001 -4.264201e+000 1.458587e+001 4.712389e+000 -3.085232e-003 -2.354846e+000 0.000000e+000 1.422599e+001 -6.220540e+000 
9.424778e-001 -4.263528e+000 1.456202e+001 4.712389e+000 1.366916e-001 -2.414072e+000 0.000000e+000 1.372263e+001 -5.628699e+000 
9.896017e-001 -4.261484e+000 1.453760e+001 4.712389e+000 2.712507e-001 -2.467500e+000 0.000000e+000 1.318420e+001 -5.060712e+000 
1.036726e+000 -4.258122e+000 1.451269e+001 4.712389e+000 4.002920e-001 -2.515364e+000 0.000000e+000 1.262062e+001 -4.515780e+000 
1.083849e+000 -4.253497e+000 1.448731e+001 4.712389e+000 5.236076e-001 -2.557889e+000 0.000000e+000 1.204036e+001 -3.992740e+000 
1.130973e+000 -4.247669e+000 1.446154e+001 4.712389e+000 6.410675e-001 -2.595287e+000 0.000000e+000 1.145056e+001 -3.490153e+000 
1.178097e+000 -4.240696e+000 1.443543e+001 4.712389e+000 7.526066e-001 -2.627754e+000 0.000000e+000 1.085708e+001 -3.006382e+000 
1.225221e+000 -4.232637e+000 1.440901e+001 4.712389e+000 8.582129e-001 -2.655471e+000 0.000000e+000 1.026469e+001 -2.539648e+000 
1.272345e+000 -4.223551e+000 1.438233e+001 4.712389e+000 9.579165e-001 -2.678598e+000 0.000000e+000 9.677108e+000 -2.088082e+000 
1.319469e+000 -4.213498e+000 1.435545e+001 4.712389e+000 1.051781e+000 -2.697277e+000 0.000000e+000 9.097221e+000 -1.649759e+000 
1.366593e+000 -4.202535e+000 1.432840e+001 4.712389e+000 1.139894e+000 -2.711631e+000 0.000000e+000 8.527145e+000 -1.222730e+000 
1.413717e+000 -4.190719e+000 1.430123e+001 4.712389e+000 1.222361e+000 -2.721763e+000 0.000000e+000 7.968356e+000 -8.050420e-001 
1.460841e+000 -4.178106e+000 1.427398e+001 4.712389e+000 1.299302e+000 -2.727756e+000 0.000000e+000 7.421795e+000 -3.947555e-001 
1.507964e+000 -4.164751e+000 1.424669e+001 4.712389e+000 1.370840e+000 -2.729676e+000 0.000000e+000 6.887953e+000 1.004422e-002 
1.555088e+000 -4.150707e+000 1.421940e+001 4.712389e+000 1.437104e+000 -2.727567e+000 0.000000e+000 6.366954e+000 4.112372e-001 
1.602212e+000 -4.136026e+000 1.419215e+001 4.712389e+000 1.498221e+000 -2.721457e+000 0.000000e+000 5.858624e+000 8.106614e-001 
1.649336e+000 -4.120759e+000 1.416498e+001 4.712389e+000 1.554317e+000 -2.711354e+000 0.000000e+000 5.362550e+000 1.210106e+000 
1.696460e+000 -4.104956e+000 1.413794e+001 4.712389e+000 1.605511e+000 -2.697249e+000 0.000000e+000 4.878137e+000 1.611305e+000 
1.743584e+000 -4.088665e+000 1.411105e+001 4.712389e+000 1.651916e+000 -2.679116e+000 0.000000e+000 4.404645e+000 2.015928e+000 
1.790708e+000 -4.071933e+000 1.408437e+001 4.712389e+000 1.693637e+000 -2.656914e+000 0.000000e+000 3.941236e+000 2.425575e+000 
1.837832e+000 -4.054807e+000 1.405793e+001 4.712389e+000 1.730771e+000 -2.630583e+000 0.000000e+000 3.487007e+000 2.841761e+000 
1.884956e+000 -4.037333e+000 1.403177e+001 4.712389e+000 1.763405e+000 -2.600052e+000 0.000000e+000 3.041016e+000 3.265901e+000 
1.932079e+000 -4.019554e+000 1.400594e+001 4.712389e+000 1.791616e+000 -2.565234e+000 0.000000e+000 2.602318e+000 3.699297e+000 
1.979203e+000 -4.001515e+000 1.398048e+001 4.712389e+000 1.815473e+000 -2.526031e+000 0.000000e+000 2.169985e+000 4.143108e+000 
2.026327e+000 -3.983259e+000 1.395543e+001 4.712389e+000 1.835034e+000 -2.482334e+000 0.000000e+000 1.743135e+000 4.598328e+000 
2.073451e+000 -3.964828e+000 1.393085e+001 4.712389e+000 1.850351e+000 -2.434024e+000 0.000000e+000 1.320957e+000 5.065751e+000 
2.120575e+000 -3.946266e+000 1.390677e+001 4.712389e+000 1.861466e+000 -2.380976e+000 0.000000e+000 9.027355e-001 5.545931e+000 
2.167699e+000 -3.927613e+000 1.388325e+001 4.712389e+000 1.868417e+000 -2.323062e+000 0.000000e+000 4.878778e-001 6.039141e+000 
2.214823e+000 -3.908911e+000 1.386032e+001 4.712389e+000 1.871234e+000 -2.260150e+000 0.000000e+000 7.593999e-002 6.545319e+000 
2.261947e+000 -3.890202e+000 1.383806e+001 4.712389e+000 1.869944e+000 -2.192114e+000 0.000000e+000 -3.333445e-001 7.064020e+000 
2.309071e+000 -3.871526e+000 1.381650e+001 4.712389e+000 1.864575e+000 -2.118831e+000 0.000000e+000 -7.400373e-001 7.594351e+000 
2.356194e+000 -3.852924e+000 1.379570e+001 4.712389e+000 1.855153e+000 -2.040193e+000 0.000000e+000 -1.143967e+000 8.134920e+000 
