0.000000e+00 0.000000e+00 0.000000e+00 
3.445730e-18 -1.559218e-17 0.000000e+00 
2.688673e-10 2.897919e-11 0.000000e+00 
2.391722e-10 2.560192e-11 0.000000e+00 
-1.253504e-10 -1.506196e-11 0.000000e+00 
-2.170324e-10 -2.530903e-11 0.000000e+00 
1.712275e-13 -2.048849e-13 0.000000e+00 
4.674497e-08 9.704047e-09 0.000000e+00 
1.565349e-07 3.244305e-08 0.000000e+00 
2.915037e-07 6.019786e-08 0.000000e+00 
4.232756e-07 8.686760e-08 0.000000e+00 
5.318498e-07 1.080917e-07 0.000000e+00 
6.045117e-07 1.210660e-07 0.000000e+00 
6.347745e-07 1.243539e-07 0.000000e+00 
6.213553e-07 1.176941e-07 0.000000e+00 
5.671869e-07 1.018044e-07 0.000000e+00 
4.784689e-07 7.818551e-08 0.000000e+00 
3.637614e-07 4.892399e-08 0.000000e+00 
2.331226e-07 1.649611e-08 0.000000e+00 
9.729455e-08 -1.642536e-08 0.000000e+00 
-3.306208e-08 -4.716094e-08 0.000000e+00 
-1.480804e-07 -7.320898e-08 0.000000e+00 
-2.393456e-07 -9.242387e-08 0.000000e+00 
-3.004967e-07 -1.031866e-07 0.000000e+00 
-3.277691e-07 -1.045661e-07 0.000000e+00 
-3.204769e-07 -9.647092e-08 0.000000e+00 
-2.814323e-07 -7.978914e-08 0.000000e+00 
-2.173009e-07 -5.651586e-08 0.000000e+00 
-1.388910e-07 -2.986743e-08 0.000000e+00 
-6.137554e-08 -4.381060e-09 0.000000e+00 
-4.445118e-09 1.400077e-08 0.000000e+00 
1.910078e-09 1.691447e-08 0.000000e+00 
-1.413076e-07 -1.436617e-08 0.000000e+00 
-4.094820e-07 -7.415338e-08 0.000000e+00 
-7.424763e-07 -1.504172e-07 0.000000e+00 
-1.089742e-06 -2.328657e-07 0.000000e+00 
-1.410082e-06 -3.129300e-07 0.000000e+00 
-1.671342e-06 -3.837317e-07 0.000000e+00 
-1.850029e-06 -4.400304e-07 0.000000e+00 
-1.930853e-06 -4.781535e-07 0.000000e+00 
-1.906195e-06 -4.959071e-07 0.000000e+00 
-1.775505e-06 -4.924699e-07 0.000000e+00 
-1.544617e-06 -4.682688e-07 0.000000e+00 
-1.224998e-06 -4.248386e-07 0.000000e+00 
-8.329173e-07 -3.646666e-07 0.000000e+00 
-3.885431e-07 -2.910226e-07 0.000000e+00 
8.503432e-08 -2.077750e-07 0.000000e+00 
5.628523e-07 -1.191973e-07 0.000000e+00 
1.019198e-06 -2.976283e-08 0.000000e+00 
1.428800e-06 5.606740e-08 0.000000e+00 
1.768095e-06 1.340631e-07 0.000000e+00 
2.016557e-06 2.004470e-07 0.000000e+00 
2.158100e-06 2.521187e-07 0.000000e+00 
2.182544e-06 2.868772e-07 0.000000e+00 
2.087145e-06 3.036399e-07 0.000000e+00 
1.878189e-06 3.026553e-07 0.000000e+00 
1.572646e-06 2.857061e-07 0.000000e+00 
1.199886e-06 2.562998e-07 0.000000e+00 
8.034441e-07 2.198438e-07 0.000000e+00 
4.428452e-07 1.838018e-07 0.000000e+00 
1.954791e-07 1.578277e-07 0.000000e+00 
1.098522e-07 1.600524e-07 0.000000e+00 
