0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.256637e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -0.000000e+00 0.000000e+00 
-3.527102e-06 9.648278e-07 0.000000e+00 1.855734e-05 0.000000e+00 0.000000e+00 1.256240e+00 -3.526680e-04 9.654210e-05 0.000000e+00 1.855820e-03 0.000000e+00 0.000000e+00 -3.968386e-02 -2.599847e-03 
-1.410335e-05 3.866424e-06 0.000000e+00 7.423957e-05 0.000000e+00 0.000000e+00 1.255050e+00 -7.048302e-04 1.937950e-04 0.000000e+00 3.712657e-03 0.000000e+00 0.000000e+00 -7.934265e-02 -1.039204e-02 
-3.171344e-05 8.725829e-06 0.000000e+00 1.670764e-04 0.000000e+00 0.000000e+00 1.253067e+00 -1.055978e-03 2.924642e-04 0.000000e+00 5.571516e-03 0.000000e+00 0.000000e+00 -1.189513e-01 -2.335470e-02 
-5.633149e-05 1.557727e-05 0.000000e+00 2.971152e-04 0.000000e+00 0.000000e+00 1.250292e+00 -1.405597e-03 3.932425e-04 0.000000e+00 7.433365e-03 0.000000e+00 0.000000e+00 -1.584849e-01 -4.145180e-02 
-8.792262e-05 2.447176e-05 0.000000e+00 4.644306e-04 0.000000e+00 0.000000e+00 1.246728e+00 -1.753175e-03 4.968318e-04 0.000000e+00 9.299197e-03 0.000000e+00 0.000000e+00 -1.979183e-01 -6.463122e-02 
-1.264412e-04 3.547327e-05 0.000000e+00 6.691144e-04 0.000000e+00 0.000000e+00 1.242376e+00 -2.098190e-03 6.039134e-04 0.000000e+00 1.116995e-02 0.000000e+00 0.000000e+00 -2.372267e-01 -9.282695e-02 
-1.718305e-04 4.865801e-05 0.000000e+00 9.112728e-04 0.000000e+00 0.000000e+00 1.237240e+00 -2.440107e-03 7.151433e-04 0.000000e+00 1.304648e-02 0.000000e+00 0.000000e+00 -2.763853e-01 -1.259595e-01 
-2.240228e-04 6.411439e-05 0.000000e+00 1.191027e-03 0.000000e+00 0.000000e+00 1.231322e+00 -2.778382e-03 8.311514e-04 0.000000e+00 1.492960e-02 0.000000e+00 0.000000e+00 -3.153694e-01 -1.639359e-01 
-2.829392e-04 8.194302e-05 0.000000e+00 1.508514e-03 0.000000e+00 0.000000e+00 1.224627e+00 -3.112457e-03 9.525421e-04 0.000000e+00 1.682002e-02 0.000000e+00 0.000000e+00 -3.541542e-01 -2.066497e-01 
-3.484897e-04 1.022568e-04 0.000000e+00 1.863884e-03 0.000000e+00 0.000000e+00 1.217157e+00 -3.441763e-03 1.079894e-03 0.000000e+00 1.871839e-02 0.000000e+00 0.000000e+00 -3.927153e-01 -2.539809e-01 
-4.205733e-04 1.251807e-04 0.000000e+00 2.257302e-03 0.000000e+00 0.000000e+00 1.208920e+00 -3.765721e-03 1.213760e-03 0.000000e+00 2.062529e-02 0.000000e+00 0.000000e+00 -4.310284e-01 -3.057961e-01 
-4.990779e-04 1.508518e-04 0.000000e+00 2.688949e-03 0.000000e+00 0.000000e+00 1.199918e+00 -4.083739e-03 1.354668e-03 0.000000e+00 2.254124e-02 0.000000e+00 0.000000e+00 -4.690693e-01 -3.619484e-01 
-5.838782e-04 1.794100e-04 0.000000e+00 3.158994e-03 0.000000e+00 0.000000e+00 1.190159e+00 -4.395218e-03 1.503082e-03 0.000000e+00 2.446657e-02 0.000000e+00 0.000000e+00 -5.068138e-01 -4.222838e-01 
-6.748373e-04 2.110131e-04 0.000000e+00 3.667635e-03 0.000000e+00 0.000000e+00 1.179648e+00 -4.699528e-03 1.659444e-03 0.000000e+00 2.640155e-02 0.000000e+00 0.000000e+00 -5.442383e-01 -4.866308e-01 
-7.718061e-04 2.458308e-04 0.000000e+00 4.215086e-03 0.000000e+00 0.000000e+00 1.168392e+00 -4.996020e-03 1.824160e-03 0.000000e+00 2.834635e-02 0.000000e+00 0.000000e+00 -5.813190e-01 -5.548049e-01 
-8.746220e-04 2.840360e-04 0.000000e+00 4.801551e-03 0.000000e+00 0.000000e+00 1.156397e+00 -5.284042e-03 1.997580e-03 0.000000e+00 3.030100e-02 0.000000e+00 0.000000e+00 -6.180325e-01 -6.266138e-01 
-9.831087e-04 3.258047e-04 0.000000e+00 5.427220e-03 0.000000e+00 0.000000e+00 1.143673e+00 -5.562931e-03 2.179993e-03 0.000000e+00 3.226534e-02 0.000000e+00 0.000000e+00 -6.543557e-01 -7.018571e-01 
-1.097076e-03 3.713163e-04 0.000000e+00 6.092279e-03 0.000000e+00 0.000000e+00 1.130226e+00 -5.832017e-03 2.371636e-03 0.000000e+00 3.423907e-02 0.000000e+00 0.000000e+00 -6.902656e-01 -7.803268e-01 
-1.216322e-03 4.207537e-04 0.000000e+00 6.796900e-03 0.000000e+00 0.000000e+00 1.116065e+00 -6.090625e-03 2.572686e-03 0.000000e+00 3.622174e-02 0.000000e+00 0.000000e+00 -7.257394e-01 -8.618068e-01 
-1.340629e-03 4.743027e-04 0.000000e+00 7.541247e-03 0.000000e+00 0.000000e+00 1.101199e+00 -6.338071e-03 2.783262e-03 0.000000e+00 3.821274e-02 0.000000e+00 0.000000e+00 -7.607549e-01 -9.460731e-01 
-1.469766e-03 5.321526e-04 0.000000e+00 8.325473e-03 0.000000e+00 0.000000e+00 1.085638e+00 -6.573663e-03 3.003427e-03 0.000000e+00 4.021129e-02 0.000000e+00 0.000000e+00 -7.952899e-01 -1.032894e+00 
-1.603490e-03 5.944961e-04 0.000000e+00 9.149721e-03 0.000000e+00 0.000000e+00 1.069391e+00 -6.796705e-03 3.233186e-03 0.000000e+00 4.221645e-02 0.000000e+00 0.000000e+00 -8.293225e-01 -1.122029e+00 
-1.741543e-03 6.615288e-04 0.000000e+00 1.001413e-02 0.000000e+00 0.000000e+00 1.052469e+00 -7.006489e-03 3.472489e-03 0.000000e+00 4.422715e-02 0.000000e+00 0.000000e+00 -8.628314e-01 -1.213231e+00 
