0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 3.803000e-01 -6.198000e-01 2.441100e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 -0.000000e+00 -0.000000e+00 0.000000e+00 0.000000e+00 
1.471063e-09 7.987730e-09 0.000000e+00 4.792563e-08 0.000000e+00 0.000000e+00 3.802998e-01 -6.198003e-01 2.441100e+00 4.413128e-08 2.396284e-07 0.000000e+00 1.437748e-06 0.000000e+00 0.000000e+00 -4.629772e-06 -8.664465e-06 6.970610e-06 -6.262598e-10 
1.176724e-08 6.389360e-08 0.000000e+00 3.833533e-07 0.000000e+00 0.000000e+00 3.802988e-01 -6.198023e-01 2.441102e+00 1.765076e-07 9.584092e-07 0.000000e+00 5.750354e-06 0.000000e+00 0.000000e+00 -1.851706e-05 -3.465406e-05 2.787938e-05 -9.995814e-09 
3.971174e-08 2.156281e-07 0.000000e+00 1.293743e-06 0.000000e+00 0.000000e+00 3.802958e-01 -6.198078e-01 2.441106e+00 3.970740e-07 2.156028e-06 0.000000e+00 1.293591e-05 0.000000e+00 0.000000e+00 -4.165576e-05 -7.795738e-05 6.271715e-05 -5.067902e-08 
9.411971e-08 5.110506e-07 0.000000e+00 3.066242e-06 0.000000e+00 0.000000e+00 3.802901e-01 -6.198185e-01 2.441115e+00 7.057468e-07 3.831965e-06 0.000000e+00 2.299123e-05 0.000000e+00 0.000000e+00 -7.403574e-05 -1.385554e-04 1.114686e-04 -1.601630e-07 
1.837954e-07 9.979481e-07 0.000000e+00 5.987544e-06 0.000000e+00 0.000000e+00 3.802807e-01 -6.198361e-01 2.441129e+00 1.102418e-06 5.985494e-06 0.000000e+00 3.591178e-05 0.000000e+00 0.000000e+00 -1.156428e-04 -2.164217e-04 1.741124e-04 -3.907488e-07 
3.175320e-07 1.724035e-06 0.000000e+00 1.034389e-05 0.000000e+00 0.000000e+00 3.802667e-01 -6.198623e-01 2.441150e+00 1.586955e-06 8.615686e-06 0.000000e+00 5.169174e-05 0.000000e+00 0.000000e+00 -1.664587e-04 -3.115219e-04 2.506211e-04 -8.095517e-07 
5.041323e-07 2.736535e-06 0.000000e+00 1.641774e-05 0.000000e+00 0.000000e+00 3.802471e-01 -6.198990e-01 2.441180e+00 2.159284e-06 1.172146e-05 0.000000e+00 7.032385e-05 0.000000e+00 0.000000e+00 -2.264611e-04 -4.238144e-04 3.409610e-04 -1.487973e-06 
7.523624e-07 4.082883e-06 0.000000e+00 2.449340e-05 0.000000e+00 0.000000e+00 3.802211e-01 -6.199477e-01 2.441219e+00 2.819253e-06 1.530150e-05 0.000000e+00 9.179959e-05 0.000000e+00 0.000000e+00 -2.956237e-04 -5.532499e-04 4.450926e-04 -2.520171e-06 
1.070944e-06 5.810835e-06 0.000000e+00 3.485797e-05 0.000000e+00 0.000000e+00 3.801877e-01 -6.200102e-01 2.441269e+00 3.566608e-06 1.935421e-05 0.000000e+00 1.161092e-04 0.000000e+00 0.000000e+00 -3.739161e-04 -6.997717e-04 5.629702e-04 -4.026729e-06 
