0.000000e+00 0.000000e+00 
-2.915342e-04 -1.172693e-04 
-5.830364e-04 -2.345257e-04 
-8.744743e-04 -3.517564e-04 
-1.165816e-03 -4.689486e-04 
-1.457028e-03 -5.860895e-04 
-1.748078e-03 -7.031664e-04 
-2.038934e-03 -8.201663e-04 
-2.329562e-03 -9.370767e-04 
-2.619930e-03 -1.053885e-03 
-2.910005e-03 -1.170578e-03 
-3.199752e-03 -1.287143e-03 
-3.489139e-03 -1.403569e-03 
-3.778132e-03 -1.519841e-03 
-4.066698e-03 -1.635948e-03 
-4.354802e-03 -1.751877e-03 
-4.642411e-03 -1.867615e-03 
-4.929491e-03 -1.983151e-03 
-5.216009e-03 -2.098471e-03 
-5.501929e-03 -2.213563e-03 
-5.787218e-03 -2.328415e-03 
-6.071841e-03 -2.443015e-03 
-6.355764e-03 -2.557350e-03 
-6.638953e-03 -2.671407e-03 
-6.921374e-03 -2.785176e-03 
-7.202991e-03 -2.898644e-03 
-7.483770e-03 -3.011798e-03 
-7.763677e-03 -3.124627e-03 
-8.042677e-03 -3.237118e-03 
-8.320736e-03 -3.349260e-03 
-8.597817e-03 -3.461040e-03 
-8.873888e-03 -3.572448e-03 
-9.148913e-03 -3.683470e-03 
-9.422858e-03 -3.794096e-03 
-9.695687e-03 -3.904314e-03 
-9.967367e-03 -4.014111e-03 
-1.023786e-02 -4.123477e-03 
-1.050714e-02 -4.232400e-03 
-1.077516e-02 -4.340869e-03 
-1.104189e-02 -4.448872e-03 
-1.130730e-02 -4.556398e-03 
-1.157135e-02 -4.663435e-03 
-1.183401e-02 -4.769973e-03 
-1.209524e-02 -4.876001e-03 
-1.235501e-02 -4.981507e-03 
-1.261328e-02 -5.086480e-03 
-1.287002e-02 -5.190909e-03 
-1.312520e-02 -5.294785e-03 
-1.337878e-02 -5.398095e-03 
-1.363073e-02 -5.500830e-03 
-1.388101e-02 -5.602978e-03 
-1.412959e-02 -5.704529e-03 
-1.437643e-02 -5.805474e-03 
-1.462151e-02 -5.905800e-03 
-1.486479e-02 -6.005499e-03 
-1.510623e-02 -6.104559e-03 
-1.534580e-02 -6.202972e-03 
-1.558347e-02 -6.300726e-03 
-1.581921e-02 -6.397813e-03 
-1.605297e-02 -6.494221e-03 
-1.628474e-02 -6.589942e-03 
-1.651448e-02 -6.684965e-03 
-1.674215e-02 -6.779281e-03 
-1.696772e-02 -6.872881e-03 
-1.719117e-02 -6.965755e-03 
-1.741245e-02 -7.057895e-03 
-1.763154e-02 -7.149290e-03 
-1.784841e-02 -7.239931e-03 
-1.806302e-02 -7.329810e-03 
-1.827535e-02 -7.418918e-03 
-1.848535e-02 -7.507246e-03 
-1.869301e-02 -7.594786e-03 
-1.889829e-02 -7.681527e-03 
-1.910117e-02 -7.767464e-03 
-1.930160e-02 -7.852586e-03 
-1.949957e-02 -7.936885e-03 
-1.969504e-02 -8.020354e-03 
-1.988799e-02 -8.102984e-03 
-2.007837e-02 -8.184767e-03 
-2.026618e-02 -8.265696e-03 
-2.045137e-02 -8.345763e-03 
-2.063393e-02 -8.424960e-03 
-2.081381e-02 -8.503280e-03 
-2.099101e-02 -8.580714e-03 
-2.116547e-02 -8.657257e-03 
-2.133720e-02 -8.732900e-03 
-2.150614e-02 -8.807637e-03 
-2.167228e-02 -8.881461e-03 
-2.183560e-02 -8.954365e-03 
-2.199606e-02 -9.026342e-03 
-2.215365e-02 -9.097385e-03 
-2.230833e-02 -9.167489e-03 
-2.246009e-02 -9.236647e-03 
-2.260889e-02 -9.304852e-03 
-2.275472e-02 -9.372098e-03 
-2.289755e-02 -9.438380e-03 
-2.303736e-02 -9.503692e-03 
-2.317413e-02 -9.568027e-03 
-2.330782e-02 -9.631381e-03 
-2.343843e-02 -9.693747e-03 
-2.356593e-02 -9.755121e-03 
-2.369030e-02 -9.815497e-03 
-2.381152e-02 -9.874870e-03 
-2.392957e-02 -9.933235e-03 
-2.404442e-02 -9.990586e-03 
-2.415607e-02 -1.004692e-02 
-2.426448e-02 -1.010223e-02 
-2.436965e-02 -1.015652e-02 
-2.447155e-02 -1.020977e-02 
-2.457016e-02 -1.026199e-02 
-2.466547e-02 -1.031317e-02 
-2.475747e-02 -1.036330e-02 
-2.484613e-02 -1.041239e-02 
-2.493143e-02 -1.046043e-02 
-2.501338e-02 -1.050741e-02 
-2.509194e-02 -1.055333e-02 
-2.516710e-02 -1.059819e-02 
-2.523886e-02 -1.064199e-02 
-2.530719e-02 -1.068472e-02 
-2.537208e-02 -1.072637e-02 
-2.543353e-02 -1.076695e-02 
-2.549152e-02 -1.080646e-02 
-2.554603e-02 -1.084489e-02 
-2.559706e-02 -1.088223e-02 
-2.564459e-02 -1.091849e-02 
-2.568862e-02 -1.095366e-02 
-2.572914e-02 -1.098775e-02 
-2.576613e-02 -1.102074e-02 
-2.579959e-02 -1.105264e-02 
-2.582952e-02 -1.108345e-02 
-2.585589e-02 -1.111316e-02 
-2.587871e-02 -1.114177e-02 
-2.589797e-02 -1.116929e-02 
-2.591367e-02 -1.119570e-02 
-2.592579e-02 -1.122101e-02 
-2.593434e-02 -1.124522e-02 
